[1818, 1374]
[folio, [614.0, 205.0, 150.0, 36.0], 37FsaWc-ZI, 5683321]
[paragraph, [108.0, 269.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 305.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 341.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 377.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 413.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 449.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 485.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 521.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 557.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 593.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 629.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 665.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 701.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 737.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 773.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 809.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 845.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 881.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 917.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 953.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 989.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 1025.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 1061.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 1097.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 1133.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [108.0, 1169.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
