[1336, 843]
[headline, [37.0, 34.0, 774.0, 25.5], Kkt5KUZNQ8, 5660793]
[headline, [37.0, 59.5, 774.0, 25.5], Kkt5KUZNQ8, 5660793]
[headline, [37.0, 85.0, 774.0, 25.5], Kkt5KUZNQ8, 5660793]
[headline, [37.0, 110.5, 774.0, 25.5], Kkt5KUZNQ8, 5660793]
[headline, [37.0, 136.0, 774.0, 25.5], Kkt5KUZNQ8, 5660793]
[paragraph, [25.0, 170.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 188.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 206.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 224.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 242.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 260.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 278.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [25.0, 296.0, 796.0, 18.0], 5gU0zmQGR_, 5660793]
[paragraph, [27.0, 313.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 331.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 349.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 367.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 385.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 403.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 421.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 439.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 457.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 475.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 493.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 511.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 529.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 547.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 565.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 583.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 601.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 619.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 637.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 655.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 673.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 691.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 709.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 727.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 745.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 763.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 781.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [27.0, 799.0, 798.0, 18.0], Cabb6bq5Vj, 5660793]
[paragraph, [32.0, 824.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 842.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 860.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 878.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 896.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 914.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 932.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 950.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 968.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 986.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 1004.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [32.0, 1022.0, 770.0, 18.0], _3oyfdnjiz, 5660793]
[paragraph, [26.0, 1040.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1058.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1076.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1094.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1112.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1130.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1148.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[paragraph, [26.0, 1166.0, 780.0, 18.0], LbCJ1yMsqY, 5660793]
[folio, [46.0, 1220.0, 150.0, 18.0], shoonya_0sWAAFY9RT7LF8, 5660793]
[folio, [2.0, 1251.0, 838.0, 18.0], aNQxOBF0oP, 5660793]
[folio, [2.0, 1269.0, 838.0, 18.0], aNQxOBF0oP, 5660793]
[folio, [2.0, 1287.0, 838.0, 18.0], aNQxOBF0oP, 5660793]
[folio, [2.0, 1305.0, 838.0, 18.0], aNQxOBF0oP, 5660793]
[website-link, [480.0, 1293.0, 206.0, 18.0], oeocauqOQD, 5660793]
[website-link, [157.0, 1295.0, 222.0, 18.0], elwoM3lWLu, 5660793]
