[1948, 1214]
[section-title, [256.0, 233.0, 747.0, 49.5], shoonya_4sX3JQT9ESGVNA, 5732447]
[paragraph, [149.0, 338.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 374.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 410.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 446.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 482.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 518.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 554.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 590.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 626.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 662.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 698.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 734.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 770.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 806.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 842.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 878.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 914.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 950.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 986.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [149.0, 1022.0, 925.0, 36.0], shoonya_1sKNZS1IX0LHF9, 5732447]
[paragraph, [145.0, 1077.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1113.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1149.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1185.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1221.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1257.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1293.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1329.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1365.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1401.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1437.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1473.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1509.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1545.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [145.0, 1581.0, 933.0, 36.0], shoonya_0s77EADX86FEVI, 5732447]
[paragraph, [146.0, 1640.0, 933.0, 36.0], shoonya_2sSCG67AJBK24W, 5732447]
[paragraph, [146.0, 1676.0, 933.0, 36.0], shoonya_2sSCG67AJBK24W, 5732447]
[paragraph, [146.0, 1712.0, 933.0, 36.0], shoonya_2sSCG67AJBK24W, 5732447]
[paragraph, [146.0, 1748.0, 933.0, 36.0], shoonya_2sSCG67AJBK24W, 5732447]
[folio, [119.0, 1810.0, 180.0, 36.0], MW20Gd9aYx, 5732447]
[folio, [89.0, 1815.0, 615.0, 36.0], shoonya_3s2K55VY1324QV, 5732447]
[folio, [89.0, 1851.0, 615.0, 36.0], shoonya_3s2K55VY1324QV, 5732447]
[folio, [507.0, 1844.0, 190.0, 36.0], zeGl74gneJ, 5732447]
