[7190, 6265]
[figure-caption, [3928.0, 315.0, 1379.0, 52.5], shoonya_11sNTHPNVUPJKF, 5779634]
[figure-caption, [3928.0, 367.5, 1379.0, 52.5], shoonya_11sNTHPNVUPJKF, 5779634]
[figure-caption, [3928.0, 420.0, 1379.0, 52.5], shoonya_11sNTHPNVUPJKF, 5779634]
[figure-caption, [3284.0, 507.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 559.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 612.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 664.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 717.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 769.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 822.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 874.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 927.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 979.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1032.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1084.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1137.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1189.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1242.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1294.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1347.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1399.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1452.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1504.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1557.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1609.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1662.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1714.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1767.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1819.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1872.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1924.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 1977.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 2029.5, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [3284.0, 2082.0, 2527.0, 52.5], shoonya_6sXPY2ICBNSOLB, 5779634]
[figure-caption, [905.0, 2260.0, 1453.0, 52.5], shoonya_9sELSTM50RNRJV, 5779634]
[figure-caption, [905.0, 2312.5, 1453.0, 52.5], shoonya_9sELSTM50RNRJV, 5779634]
[figure-caption, [905.0, 2365.0, 1453.0, 52.5], shoonya_9sELSTM50RNRJV, 5779634]
[figure-caption, [184.0, 2487.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2539.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2592.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2644.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2697.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2749.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2802.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2854.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2907.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 2959.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3012.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3064.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3117.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3169.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3222.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3274.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3327.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3379.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3432.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3484.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3537.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3589.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3642.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3694.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3747.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3799.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3852.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3904.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 3957.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4009.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4062.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4114.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4167.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4219.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4272.0, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [184.0, 4324.5, 2917.0, 52.5], shoonya_14s6RVSRVU1LB1, 5779634]
[figure-caption, [3855.0, 4251.0, 1633.0, 52.5], shoonya_13sKXYSQNJINMC, 5779634]
[figure-caption, [3855.0, 4303.5, 1633.0, 52.5], shoonya_13sKXYSQNJINMC, 5779634]
[figure-caption, [3855.0, 4356.0, 1633.0, 52.5], shoonya_13sKXYSQNJINMC, 5779634]
[paragraph, [195.0, 4386.0, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4438.5, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4491.0, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4543.5, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4596.0, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4648.5, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4701.0, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4753.5, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4806.0, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[paragraph, [195.0, 4858.5, 2991.0, 52.5], k3ZkebHi2S, 5779634]
[figure-caption, [3352.0, 4528.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4580.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4633.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4685.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4738.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4790.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4843.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4895.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 4948.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5000.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5053.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5105.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5158.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5210.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5263.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5315.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5368.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5420.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5473.0, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
[figure-caption, [3352.0, 5525.5, 2713.0, 52.5], shoonya_7s3V6RRG8VAKLV, 5779634]
