[1754, 1224]
[sidebar, [1031.0, 169.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 205.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 241.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 277.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 313.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 349.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[sidebar, [1031.0, 385.0, 169.0, 36.0], mcsuPRm3yT, 5718772]
[paragraph, [96.0, 174.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 210.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 246.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 282.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 318.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 354.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [96.0, 390.0, 934.0, 36.0], hkuvoPlI7J, 5718772]
[paragraph, [98.0, 449.0, 559.0, 36.0], ttHozpaCtt, 5718772]
[paragraph, [107.0, 491.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 527.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 563.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 599.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 635.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 671.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 707.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 743.0, 925.0, 36.0], 5bu6i4f_tc, 5718772]
[paragraph, [107.0, 826.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 862.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 898.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 934.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 970.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 1006.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 1042.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 1078.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 1114.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [107.0, 1150.0, 931.0, 36.0], fM6uwTaE6d, 5718772]
[paragraph, [105.0, 1204.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1240.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1276.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1312.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1348.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1384.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1420.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[paragraph, [105.0, 1456.0, 930.0, 36.0], 6Ceuleakoz, 5718772]
[folio, [67.0, 1588.0, 362.0, 36.0], shoonya_2sXD9V0EDH2T2X, 5718772]
