[1754, 1241]
[folio, [837.0, 127.0, 175.0, 36.0], BpWSsqvE3w, 5728592]
[reference, [163.0, 190.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 226.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 262.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 298.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 334.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 370.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 406.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 442.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 478.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 514.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 550.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 586.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 622.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 658.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 694.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 730.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 766.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 802.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 838.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 874.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 910.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 946.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 982.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1018.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1054.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1090.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1126.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1162.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1198.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1234.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1270.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1306.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1342.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1378.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1414.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1450.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
[reference, [163.0, 1486.0, 852.0, 36.0], shoonya_0s2SJDZ1J9QXXC, 5728592]
