[3509, 2480]
[paragraph, [302.0, 395.0, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 447.5, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 500.0, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 552.5, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 605.0, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 657.5, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 710.0, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [302.0, 762.5, 1862.0, 52.5], shoonya_0s71GXZP919RJV, 5723832]
[paragraph, [303.0, 1018.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1070.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1123.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1175.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1228.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1280.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1333.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1385.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1438.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1490.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1543.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1595.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1648.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1700.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1753.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1805.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1858.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1910.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 1963.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 2015.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 2068.0, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [303.0, 2120.5, 1866.0, 52.5], oygblH3arR, 5723832]
[paragraph, [309.0, 2263.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2315.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2368.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2420.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2473.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2525.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2578.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2630.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2683.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2735.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2788.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2840.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2893.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2945.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 2998.0, 1851.0, 52.5], chfmeVJjzB, 5723832]
[paragraph, [309.0, 3050.5, 1851.0, 52.5], chfmeVJjzB, 5723832]
