[2339, 1656]
[paragraph, [846.0, 78.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 114.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 150.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 186.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 222.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 258.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 294.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 330.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 366.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 402.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 438.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 474.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 510.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 546.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 582.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 618.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 654.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 690.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 726.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 762.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 798.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 834.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 870.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 906.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 942.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 978.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1014.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1050.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1086.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1122.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1158.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1194.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1230.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1266.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1302.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1338.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1374.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1410.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1446.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1482.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1518.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1554.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1590.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [846.0, 1626.0, 705.0, 36.0], shoonya_3sI40MFBHU4G7O, 5750142]
[paragraph, [106.0, 80.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 116.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 152.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 188.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 224.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 260.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 296.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [106.0, 332.0, 702.0, 36.0], shoonya_0sS9ZCYSPWTVCF, 5750142]
[paragraph, [98.0, 400.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 436.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 472.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 508.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 544.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 580.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 616.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 652.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 688.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 724.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 760.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 796.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 832.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 868.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 904.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 940.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 976.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1012.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1048.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1084.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1120.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1156.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1192.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1228.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1264.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1300.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1336.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1372.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1408.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1444.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1480.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1516.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1552.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1588.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1624.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1660.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1696.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1732.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1768.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1804.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1840.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1876.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1912.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1948.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 1984.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 2020.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [98.0, 2056.0, 728.0, 36.0], shoonya_2sKS6CMO3OXTOG, 5750142]
[paragraph, [854.0, 1687.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1723.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1759.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1795.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1831.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1867.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1903.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1939.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 1975.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 2011.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 2047.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
[paragraph, [854.0, 2083.0, 698.0, 36.0], shoonya_1s0R56SWW9HXK8, 5750142]
