[2338, 1654]
[paragraph, [189.0, 184.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [189.0, 220.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [189.0, 256.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [189.0, 292.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [189.0, 328.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [189.0, 364.0, 1199.0, 36.0], shoonya_2sQ4EMMVIEOH4V, 5754029]
[paragraph, [186.0, 439.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 475.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 511.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 547.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 583.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 619.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 655.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 691.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 727.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 763.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 799.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 835.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 871.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 907.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 943.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 979.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1015.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1051.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1087.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1123.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1159.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1195.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1231.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1267.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1303.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1339.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1375.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1411.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1447.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1483.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1519.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1555.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1591.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [186.0, 1627.0, 1192.0, 36.0], shoonya_1sLUFFI7CKNBEH, 5754029]
[paragraph, [189.0, 1689.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1725.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1761.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1797.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1833.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1869.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1905.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1941.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 1977.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 2013.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
[paragraph, [189.0, 2049.0, 1190.0, 36.0], shoonya_0sSIMEKHITBX4R, 5754029]
