[3300, 2550]
[paragraph, [329.0, 271.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 323.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 376.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 428.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 481.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 533.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 586.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 638.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 691.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 743.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 796.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 848.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 901.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 953.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1006.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1058.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1111.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1163.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1216.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1268.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1321.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1373.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1426.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1478.5, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [329.0, 1531.0, 1968.0, 52.5], shoonya_0sZ4Z1O1SO6IHP, 5720114]
[paragraph, [350.0, 1651.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1703.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1756.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1808.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1861.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1913.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 1966.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2018.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2071.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2123.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2176.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2228.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2281.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2333.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2386.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2438.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2491.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2543.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2596.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2648.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2701.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2753.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2806.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2858.5, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
[paragraph, [350.0, 2911.0, 1922.0, 52.5], 6PmvUlXZWk, 5720114]
