[780, 539]
[section-title, [234.0, 64.0, 87.0, 30.0], shoonya_4sM4LZXQH3Y48O, 5766978]
[ordered-list, [46.0, 102.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 120.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 138.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 156.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 174.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 192.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 210.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 228.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 246.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 264.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 282.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 300.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 318.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 336.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 354.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 372.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 390.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 408.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 426.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 444.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 462.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 480.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 498.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 516.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 534.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 552.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 570.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 588.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 606.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 624.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 642.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[ordered-list, [46.0, 660.0, 456.0, 18.0], vu7i1ihPQ2, 5766978]
[folio, [71.0, 734.0, 226.0, 18.0], shoonya_1sJ5BL3BRLF8ZB, 5766978]
