[1818, 1374]
[folio, [476.0, 109.0, 411.0, 36.0], shoonya_1s4LY108UBWS68, 5683060]
[paragraph, [104.0, 180.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 216.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 252.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 288.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 324.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 360.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 396.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 432.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 468.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 504.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 540.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 576.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 612.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 648.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [104.0, 684.0, 570.0, 36.0], A4QGsz15Fd, 5683060]
[paragraph, [695.0, 180.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 216.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 252.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 288.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 324.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 360.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 396.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 432.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 468.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 504.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 540.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 576.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 612.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 648.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 684.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 720.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 756.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 792.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 828.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 864.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 900.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 936.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 972.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1008.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1044.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1080.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1116.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1152.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1188.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1224.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1260.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1296.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1332.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1368.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1404.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1440.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1476.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1512.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1548.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1584.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1620.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [695.0, 1656.0, 573.0, 36.0], il4pJwffHP, 5683060]
[paragraph, [111.0, 902.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 938.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 974.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1010.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1046.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1082.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1118.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1154.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1190.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1226.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1262.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1298.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1334.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1370.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1406.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1442.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1478.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1514.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1550.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1586.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1622.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
[paragraph, [111.0, 1658.0, 571.0, 36.0], LgI4DKFAsw, 5683060]
