[2338, 1654]
[paragraph, [152.0, 173.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 209.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 245.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 281.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 317.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 353.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 389.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 425.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 461.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 497.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 533.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 569.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 605.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 641.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 677.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 713.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 749.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 785.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 821.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 857.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 893.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 929.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 965.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1001.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1037.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1073.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1109.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1145.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1181.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1217.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1253.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1289.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [152.0, 1325.0, 1132.0, 36.0], shoonya_1sQRF9R09BDPUX, 5753485]
[paragraph, [148.0, 1346.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1382.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1418.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1454.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1490.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1526.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1562.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1598.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1634.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1670.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1706.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1742.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1778.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1814.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1850.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[paragraph, [148.0, 1886.0, 1128.0, 36.0], shoonya_0sBP0RP68E20Q2, 5753485]
[reference, [164.0, 2057.0, 488.0, 36.0], shoonya_2sZEP7U8116ZGQ, 5753485]
