[1275, 750]
[folio, [245.0, 85.0, 283.0, 18.0], zyACvyUOs4, 5767215]
[folio, [245.0, 103.0, 283.0, 18.0], zyACvyUOs4, 5767215]
[paragraph, [72.0, 161.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 179.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 197.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 215.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 233.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 251.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 269.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 287.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 305.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 323.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 341.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 359.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 377.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 395.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [72.0, 413.0, 604.0, 18.0], DxJyiRNhDY, 5767215]
[paragraph, [66.0, 449.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 467.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 485.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 503.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 521.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 539.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 557.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 575.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 593.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 611.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 629.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 647.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 665.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 683.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 701.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 719.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 737.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[paragraph, [66.0, 755.0, 616.0, 18.0], 6m2V0ncpOe, 5767215]
[section-title, [173.0, 807.0, 389.0, 30.0], FF6_xGeuiq, 5767215]
[paragraph, [73.0, 872.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 890.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 908.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 926.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 944.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 962.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 980.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 998.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1016.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1034.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1052.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1070.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1088.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1106.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1124.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1142.0, 604.0, 18.0], DZEeMK0scT, 5767215]
[paragraph, [73.0, 1160.0, 604.0, 18.0], DZEeMK0scT, 5767215]
