[1754, 1241]
[section-title, [436.0, 116.0, 368.0, 49.5], fPcKCcpiaT, 5706430]
[section-title, [436.0, 165.5, 368.0, 49.5], fPcKCcpiaT, 5706430]
[folio, [145.0, 255.0, 954.0, 36.0], W1gXfMSPLp, 5706430]
[ordered-list, [142.0, 381.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 417.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 453.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 489.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 525.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 561.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 597.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 633.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 669.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 705.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 741.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 777.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 813.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 849.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 885.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 921.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 957.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 993.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1029.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1065.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1101.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1137.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1173.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1209.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1245.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1281.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
[ordered-list, [142.0, 1317.0, 996.0, 36.0], shoonya_2sUWUQQKCD2XAN, 5706430]
