[1063, 680]
[paragraph, [55.0, 178.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 196.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 214.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 232.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 250.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 268.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 286.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 304.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 322.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 340.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 358.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 376.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 394.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 412.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 430.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 448.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 466.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 484.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 502.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 520.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 538.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 556.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 574.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 592.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 610.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 628.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 646.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 664.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 682.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 700.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 718.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 736.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 754.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 772.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 790.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 808.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 826.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 844.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 862.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 880.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 898.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 916.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 934.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[paragraph, [55.0, 952.0, 550.0, 18.0], PdxEH0DMSn, 5740129]
[footnote, [461.0, 1017.0, 182.0, 18.0], 39JY0HOz-J, 5740129]
