[709, 412]
[folio, [173.0, 28.0, 54.0, 18.0], n8axzxw4pf, 5740402]
[paragraph, [208.0, 60.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 78.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 96.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 114.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 132.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 150.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 168.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 186.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 204.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 222.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 240.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 258.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 276.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 294.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 312.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 330.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 348.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 366.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 384.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 402.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 420.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 438.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 456.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 474.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 492.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 510.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 528.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 546.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 564.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 582.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 600.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 618.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 636.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [208.0, 654.0, 179.0, 18.0], TY1zDhstD0, 5740402]
[paragraph, [23.0, 62.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 80.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 98.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 116.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 134.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 152.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 170.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 188.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 206.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 224.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 242.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 260.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 278.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 296.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 314.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 332.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 350.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 368.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 386.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 404.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 422.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 440.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 458.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 476.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 494.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 512.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 530.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 548.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 566.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 584.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 602.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 620.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 638.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
[paragraph, [23.0, 656.0, 178.0, 18.0], shoonya_0sSP9OP6EH33ZB, 5740402]
