[792, 612]
[section-title, [169.0, 169.0, 87.0, 30.0], XSxNqYtIX2, 6515951]
[paragraph, [170.0, 226.0, 307.0, 18.0], 9u9sqzH35v, 6515951]
[paragraph, [170.0, 244.0, 307.0, 18.0], 9u9sqzH35v, 6515951]
[paragraph, [167.0, 280.0, 307.0, 18.0], KvIKuzik61, 6515951]
[paragraph, [167.0, 298.0, 307.0, 18.0], KvIKuzik61, 6515951]
[paragraph, [167.0, 316.0, 307.0, 18.0], KvIKuzik61, 6515951]
[paragraph, [209.0, 353.0, 264.0, 18.0], H61xsWgtmP, 6515951]
[paragraph, [209.0, 371.0, 264.0, 18.0], H61xsWgtmP, 6515951]
[paragraph, [159.0, 393.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [159.0, 411.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [159.0, 429.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [159.0, 447.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [159.0, 465.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [159.0, 483.0, 323.0, 18.0], Gg80D7Kcy_, 6515951]
[paragraph, [165.0, 517.0, 312.0, 18.0], caleM61Mgb, 6515951]
[paragraph, [165.0, 535.0, 312.0, 18.0], caleM61Mgb, 6515951]
