[2339, 1653]
[folio, [227.0, 326.0, 354.0, 36.0], QTyBnqKqgW, 5735912]
[paragraph, [234.0, 385.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 421.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 457.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 493.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 529.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 565.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 601.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 637.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 673.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 709.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 745.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 781.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 817.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 853.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 889.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 925.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 961.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 997.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1033.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1069.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1105.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1141.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1177.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1213.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [234.0, 1249.0, 584.0, 36.0], shoonya_1sIY4PPQA2JGVH, 5735912]
[paragraph, [834.0, 390.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 426.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 462.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 498.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 534.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 570.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 606.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 642.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 678.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 714.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 750.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 786.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 822.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[paragraph, [834.0, 858.0, 581.0, 36.0], shoonya_3s8S2AEX5YZCLS, 5735912]
[sidebar, [64.0, 443.0, 130.0, 36.0], shoonya_13s9TUTH7L7I38, 5735912]
[paragraph, [836.0, 923.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 959.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 995.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1031.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1067.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1103.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1139.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1175.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[paragraph, [836.0, 1211.0, 579.0, 36.0], shoonya_2sEH78CMQW3CWW, 5735912]
[author, [1208.0, 1279.0, 205.0, 36.0], shoonya_6s0EKMZJV7ZHON, 5735912]
[paragraph, [237.0, 1321.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1357.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1393.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1429.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1465.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1501.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1537.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1573.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1609.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1645.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1681.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1717.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [237.0, 1753.0, 580.0, 36.0], shoonya_0sN4R2O80J1A30, 5735912]
[paragraph, [837.0, 1416.0, 158.0, 36.0], shoonya_9sZCYYSROHZD5G, 5735912]
[paragraph, [1087.0, 1501.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1537.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1573.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1609.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1645.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1681.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1717.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1753.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [1087.0, 1789.0, 330.0, 36.0], shoonya_12sECI0V5MD44B, 5735912]
[paragraph, [238.0, 1813.0, 577.0, 36.0], shoonya_7sQ9GDX62VCAZF, 5735912]
[paragraph, [238.0, 1849.0, 577.0, 36.0], shoonya_7sQ9GDX62VCAZF, 5735912]
[paragraph, [238.0, 1885.0, 577.0, 36.0], shoonya_7sQ9GDX62VCAZF, 5735912]
