[1263, 900]
[chapter-title, [248.0, 25.0, 275.0, 30.0], shoonya_0sGN1UF14T0LHL, 5775926]
[chapter-title, [248.0, 55.0, 275.0, 30.0], shoonya_0sGN1UF14T0LHL, 5775926]
[paragraph, [89.0, 90.0, 115.0, 18.0], hWJpQaZBwN, 5775926]
[paragraph, [88.0, 113.0, 200.0, 18.0], BvjsSmvxdf, 5775926]
[paragraph, [85.0, 143.0, 307.0, 18.0], aTsHRz0TO0, 5775926]
[paragraph, [84.0, 170.0, 627.0, 18.0], qXfIn9Ct-G, 5775926]
[paragraph, [82.0, 196.0, 588.0, 18.0], V2O2ECTS_2, 5775926]
[paragraph, [81.0, 220.0, 240.0, 18.0], HczoMHlfKs, 5775926]
[paragraph, [66.0, 246.0, 643.0, 18.0], eQXcZ-O8Ze, 5775926]
[paragraph, [66.0, 264.0, 643.0, 18.0], eQXcZ-O8Ze, 5775926]
[paragraph, [66.0, 282.0, 643.0, 18.0], eQXcZ-O8Ze, 5775926]
[paragraph, [66.0, 300.0, 643.0, 18.0], eQXcZ-O8Ze, 5775926]
[paragraph, [66.0, 318.0, 643.0, 18.0], eQXcZ-O8Ze, 5775926]
[paragraph, [64.0, 344.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 362.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 380.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 398.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 416.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 434.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 452.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 470.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [64.0, 488.0, 649.0, 18.0], 47bj2I1zZg, 5775926]
[paragraph, [59.0, 521.0, 656.0, 18.0], RaORK2CZ_C, 5775926]
[paragraph, [59.0, 539.0, 656.0, 18.0], RaORK2CZ_C, 5775926]
[paragraph, [60.0, 570.0, 416.0, 18.0], 3RsKd0M3MJ, 5775926]
[paragraph, [65.0, 599.0, 653.0, 18.0], X73Yxh3vi3, 5775926]
[paragraph, [65.0, 617.0, 653.0, 18.0], X73Yxh3vi3, 5775926]
[paragraph, [66.0, 647.0, 649.0, 18.0], _1_CByuUhn, 5775926]
[paragraph, [66.0, 665.0, 649.0, 18.0], _1_CByuUhn, 5775926]
[paragraph, [66.0, 683.0, 649.0, 18.0], _1_CByuUhn, 5775926]
[paragraph, [66.0, 701.0, 649.0, 18.0], _1_CByuUhn, 5775926]
[paragraph, [66.0, 719.0, 649.0, 18.0], _1_CByuUhn, 5775926]
[paragraph, [76.0, 745.0, 563.0, 18.0], t9I6L4z3oS, 5775926]
[paragraph, [66.0, 772.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 790.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 808.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 826.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 844.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 862.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 880.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 898.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 916.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 934.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 952.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 970.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 988.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 1006.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 1024.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 1042.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 1060.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
[paragraph, [66.0, 1078.0, 649.0, 18.0], CiQtPhvEC3, 5775926]
