[1700, 2200]
[section-title, [655.0, 121.0, 885.0, 49.5], shoonya_3sDWC7TR8HQ4YS, 5656951]
[section-title, [655.0, 170.5, 885.0, 49.5], shoonya_3sDWC7TR8HQ4YS, 5656951]
[answer, [755.0, 280.0, 321.0, 36.0], mDw0BsZ5xQ, 5656951]
[answer, [755.0, 316.0, 321.0, 36.0], mDw0BsZ5xQ, 5656951]
[answer, [755.0, 352.0, 321.0, 36.0], mDw0BsZ5xQ, 5656951]
[answer, [755.0, 388.0, 321.0, 36.0], mDw0BsZ5xQ, 5656951]
[answer, [755.0, 424.0, 321.0, 36.0], mDw0BsZ5xQ, 5656951]
[answer, [1099.0, 298.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 334.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 370.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 406.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 442.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 478.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [1099.0, 514.0, 337.0, 36.0], shoonya_2s8X39VJNBNE88, 5656951]
[answer, [400.0, 387.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 423.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 459.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 495.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 531.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 567.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 603.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 639.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 675.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 711.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 747.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 783.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 819.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [400.0, 855.0, 343.0, 36.0], gjB3C1RR0L, 5656951]
[answer, [19.0, 524.0, 384.0, 36.0], mbAoz1xVVi, 5656951]
[answer, [19.0, 560.0, 384.0, 36.0], mbAoz1xVVi, 5656951]
[answer, [19.0, 596.0, 384.0, 36.0], mbAoz1xVVi, 5656951]
[answer, [19.0, 632.0, 384.0, 36.0], mbAoz1xVVi, 5656951]
