[2339, 1654]
[folio, [137.0, 83.0, 207.0, 36.0], shoonya_0sVYQMYQDRTNWV, 5750498]
[paragraph, [281.0, 132.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 168.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 204.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 240.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 276.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 312.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 348.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 384.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 420.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 456.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 492.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 528.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 564.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [281.0, 600.0, 1155.0, 36.0], shoonya_2sVLT71T36ZLD8, 5750498]
[paragraph, [139.0, 723.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 759.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 795.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 831.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 867.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 903.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 939.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 975.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1011.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1047.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1083.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1119.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1155.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1191.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1227.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1263.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1299.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1335.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1371.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1407.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1443.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1479.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1515.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1551.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1587.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1623.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1659.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1695.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1731.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1767.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1803.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1839.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1875.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1911.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1947.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 1983.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 2019.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 2055.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 2091.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [139.0, 2127.0, 1461.0, 36.0], shoonya_3sB84WDF9A5G6R, 5750498]
[paragraph, [283.0, 2173.0, 1159.0, 36.0], p0oUOUoEEh, 5750498]
[paragraph, [283.0, 2209.0, 1159.0, 36.0], p0oUOUoEEh, 5750498]
