[1200, 825]
[section-title, [143.0, 111.0, 109.0, 30.0], shoonya_5s076V9YDDDUDX, 5690988]
[sub-section-title, [139.0, 160.0, 313.0, 25.5], 18Xi1cKFmI, 5690988]
[ordered-list, [139.0, 191.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 209.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 227.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 245.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 263.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 281.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 299.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 317.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 335.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[ordered-list, [139.0, 353.0, 539.0, 18.0], shoonya_7sHMGKDEYDKKEO, 5690988]
[paragraph, [145.0, 373.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 391.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 409.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 427.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 445.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 463.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 481.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 499.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 517.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [145.0, 535.0, 535.0, 18.0], shoonya_0sMGO1VCGLTRDL, 5690988]
[paragraph, [143.0, 559.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 577.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 595.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 613.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 631.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 649.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 667.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 685.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 703.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 721.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 739.0, 538.0, 18.0], shoonya_2sXQQ9TO0AUJJP, 5690988]
[paragraph, [143.0, 774.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 792.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 810.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 828.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 846.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 864.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 882.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 900.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 918.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 936.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [143.0, 954.0, 536.0, 18.0], shoonya_1sCWPQGSHIKD9O, 5690988]
[paragraph, [145.0, 989.0, 531.0, 18.0], shoonya_4sK31ZW8BAJSAM, 5690988]
[paragraph, [145.0, 1007.0, 531.0, 18.0], shoonya_4sK31ZW8BAJSAM, 5690988]
[paragraph, [145.0, 1025.0, 531.0, 18.0], shoonya_4sK31ZW8BAJSAM, 5690988]
