[2150, 1329]
[folio, [471.0, 164.0, 420.0, 36.0], -JtGZ4Lqds, 5692151]
[folio, [159.0, 167.0, 205.0, 36.0], Dvb-_91U9x, 5692151]
[paragraph, [394.0, 256.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 292.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 328.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 364.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 400.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 436.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 472.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 508.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 544.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 580.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 616.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 652.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 688.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 724.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 760.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 796.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 832.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 868.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 904.0, 534.0, 36.0], shoonya_0sYPZLGH7QT2RP, 5692151]
[paragraph, [394.0, 968.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1004.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1040.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1076.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1112.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1148.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1184.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1220.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1256.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1292.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1328.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1364.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1400.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1436.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1472.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1508.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1544.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1580.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1616.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1652.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1688.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1724.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1760.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1796.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1832.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[paragraph, [394.0, 1868.0, 563.0, 36.0], 4zhdoGdJoE, 5692151]
[footnote, [222.0, 1958.0, 800.0, 36.0], shoonya_1s5XR0N3SUMFVZ, 5692151]
