[1755, 1241]
[folio, [500.0, 192.0, 528.0, 36.0], x4rnuDq6-P, 5760157]
[paragraph, [182.0, 271.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 307.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 343.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 379.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 415.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 451.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 487.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 523.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 559.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 595.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 631.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [182.0, 667.0, 852.0, 36.0], 8Ht6usIdBS, 5760157]
[paragraph, [187.0, 728.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 764.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 800.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 836.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 872.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 908.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [187.0, 944.0, 853.0, 36.0], S8XOzjJ4dD, 5760157]
[paragraph, [182.0, 1064.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1100.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1136.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1172.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1208.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1244.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1280.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1316.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1352.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1388.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1424.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1460.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1496.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
[paragraph, [182.0, 1532.0, 880.0, 36.0], RY8PX7wp3O, 5760157]
