[792, 612]
[paragraph, [228.0, 90.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 108.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 126.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 144.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 162.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 180.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 198.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 216.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 234.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 252.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 270.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 288.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 306.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 324.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 342.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 360.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 378.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 396.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 414.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 432.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 450.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 468.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 486.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [228.0, 504.0, 152.0, 18.0], 6GX8hggUxq, 6515231]
[paragraph, [411.0, 103.0, 85.0, 18.0], gyAq7fsC8Q, 6515231]
[paragraph, [411.0, 121.0, 85.0, 18.0], gyAq7fsC8Q, 6515231]
[paragraph, [50.0, 113.0, 150.0, 18.0], shoonya_2s8MOF1EW3VYBH, 6515231]
[paragraph, [50.0, 131.0, 150.0, 18.0], shoonya_2s8MOF1EW3VYBH, 6515231]
[paragraph, [50.0, 149.0, 150.0, 18.0], shoonya_2s8MOF1EW3VYBH, 6515231]
[paragraph, [50.0, 167.0, 150.0, 18.0], shoonya_2s8MOF1EW3VYBH, 6515231]
[paragraph, [50.0, 185.0, 150.0, 18.0], shoonya_2s8MOF1EW3VYBH, 6515231]
[paragraph, [410.0, 161.0, 91.0, 18.0], KEQ633QK66, 6515231]
[paragraph, [410.0, 179.0, 91.0, 18.0], KEQ633QK66, 6515231]
[paragraph, [411.0, 219.0, 70.0, 18.0], kxQqnQOk6X, 6515231]
[paragraph, [411.0, 237.0, 70.0, 18.0], kxQqnQOk6X, 6515231]
[paragraph, [51.0, 238.0, 150.0, 18.0], FQQILigA1F, 6515231]
[paragraph, [51.0, 256.0, 150.0, 18.0], FQQILigA1F, 6515231]
[paragraph, [51.0, 274.0, 150.0, 18.0], FQQILigA1F, 6515231]
[paragraph, [51.0, 292.0, 150.0, 18.0], FQQILigA1F, 6515231]
[paragraph, [51.0, 310.0, 150.0, 18.0], FQQILigA1F, 6515231]
[paragraph, [411.0, 278.0, 86.0, 18.0], RHj7GwbIHZ, 6515231]
[paragraph, [411.0, 296.0, 86.0, 18.0], RHj7GwbIHZ, 6515231]
[paragraph, [411.0, 336.0, 92.0, 18.0], Gduw6gXj6Y, 6515231]
[paragraph, [411.0, 354.0, 92.0, 18.0], Gduw6gXj6Y, 6515231]
[paragraph, [51.0, 348.0, 150.0, 18.0], PTGbZ7_-iE, 6515231]
[paragraph, [51.0, 366.0, 150.0, 18.0], PTGbZ7_-iE, 6515231]
[paragraph, [51.0, 384.0, 150.0, 18.0], PTGbZ7_-iE, 6515231]
[paragraph, [51.0, 402.0, 150.0, 18.0], PTGbZ7_-iE, 6515231]
[paragraph, [51.0, 420.0, 150.0, 18.0], PTGbZ7_-iE, 6515231]
[paragraph, [412.0, 393.0, 102.0, 18.0], vNBmE3BlBz, 6515231]
[paragraph, [412.0, 411.0, 102.0, 18.0], vNBmE3BlBz, 6515231]
[paragraph, [411.0, 452.0, 109.0, 18.0], -Ae0Hmxith, 6515231]
[paragraph, [411.0, 470.0, 109.0, 18.0], -Ae0Hmxith, 6515231]
[paragraph, [50.0, 465.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 483.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 501.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 519.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 537.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 555.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 573.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 591.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 609.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 627.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 645.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [50.0, 663.0, 150.0, 18.0], mSiU14XCt5, 6515231]
[paragraph, [411.0, 509.0, 125.0, 18.0], HxD7Y2y1hg, 6515231]
[paragraph, [411.0, 527.0, 125.0, 18.0], HxD7Y2y1hg, 6515231]
[paragraph, [231.0, 548.0, 81.0, 18.0], roxmamXcAu, 6515231]
[paragraph, [231.0, 566.0, 81.0, 18.0], roxmamXcAu, 6515231]
[paragraph, [411.0, 567.0, 98.0, 18.0], CfQUFsJW16, 6515231]
[paragraph, [411.0, 585.0, 98.0, 18.0], CfQUFsJW16, 6515231]
[paragraph, [231.0, 601.0, 95.0, 18.0], pK0HV4M5fv, 6515231]
[paragraph, [231.0, 619.0, 95.0, 18.0], pK0HV4M5fv, 6515231]
[paragraph, [411.0, 625.0, 85.0, 18.0], 3OwoOBoPUG, 6515231]
[paragraph, [411.0, 643.0, 85.0, 18.0], 3OwoOBoPUG, 6515231]
[paragraph, [231.0, 657.0, 85.0, 18.0], Ko8Vxy780a, 6515231]
[paragraph, [231.0, 675.0, 85.0, 18.0], Ko8Vxy780a, 6515231]
