[1725, 1313]
[sub-section-title, [162.0, 133.0, 295.0, 36.0], shoonya_3sRPP35CIEU314, 5771364]
[sub-section-title, [162.0, 169.0, 295.0, 36.0], shoonya_3sRPP35CIEU314, 5771364]
[paragraph, [118.0, 203.0, 400.0, 36.0], shoonya_8sI68L1EO85Y3L, 5771364]
[paragraph, [118.0, 239.0, 400.0, 36.0], shoonya_8sI68L1EO85Y3L, 5771364]
[paragraph, [118.0, 275.0, 400.0, 36.0], shoonya_8sI68L1EO85Y3L, 5771364]
[paragraph, [118.0, 311.0, 400.0, 36.0], shoonya_8sI68L1EO85Y3L, 5771364]
[paragraph, [118.0, 347.0, 400.0, 36.0], shoonya_8sI68L1EO85Y3L, 5771364]
[paragraph, [121.0, 416.0, 397.0, 36.0], shoonya_9sF4HFD99GVKJL, 5771364]
[paragraph, [121.0, 452.0, 397.0, 36.0], shoonya_9sF4HFD99GVKJL, 5771364]
[paragraph, [121.0, 488.0, 397.0, 36.0], shoonya_9sF4HFD99GVKJL, 5771364]
[paragraph, [121.0, 524.0, 397.0, 36.0], shoonya_9sF4HFD99GVKJL, 5771364]
[paragraph, [121.0, 560.0, 397.0, 36.0], shoonya_9sF4HFD99GVKJL, 5771364]
[paragraph, [652.0, 608.0, 539.0, 36.0], shoonya_12sCIDJI2Q7I5E, 5771364]
[paragraph, [652.0, 644.0, 539.0, 36.0], shoonya_12sCIDJI2Q7I5E, 5771364]
[paragraph, [652.0, 680.0, 539.0, 36.0], shoonya_12sCIDJI2Q7I5E, 5771364]
[paragraph, [121.0, 612.0, 526.0, 36.0], shoonya_6s61A30MWWAQZN, 5771364]
[paragraph, [121.0, 648.0, 526.0, 36.0], shoonya_6s61A30MWWAQZN, 5771364]
[paragraph, [121.0, 684.0, 526.0, 36.0], shoonya_6s61A30MWWAQZN, 5771364]
[paragraph, [121.0, 720.0, 526.0, 36.0], shoonya_6s61A30MWWAQZN, 5771364]
[paragraph, [649.0, 714.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 750.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 786.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 822.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 858.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 894.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [649.0, 930.0, 550.0, 36.0], shoonya_7sDFVFTVKF5I0G, 5771364]
[paragraph, [117.0, 784.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [117.0, 820.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [117.0, 856.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [117.0, 892.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [117.0, 928.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [117.0, 964.0, 525.0, 36.0], shoonya_1sC2BR4CTDCZ02, 5771364]
[paragraph, [654.0, 975.0, 533.0, 36.0], HjU5GWRpKk, 5771364]
[paragraph, [654.0, 1011.0, 533.0, 36.0], HjU5GWRpKk, 5771364]
[paragraph, [654.0, 1047.0, 533.0, 36.0], HjU5GWRpKk, 5771364]
[paragraph, [654.0, 1083.0, 533.0, 36.0], HjU5GWRpKk, 5771364]
[paragraph, [109.0, 1010.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1046.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1082.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1118.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1154.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1190.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1226.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1262.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1298.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1334.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1370.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [109.0, 1406.0, 548.0, 36.0], IA_k7gwOIk, 5771364]
[paragraph, [658.0, 1157.0, 529.0, 36.0], shoonya_2s8DQ1VBG8EK8B, 5771364]
[paragraph, [658.0, 1193.0, 529.0, 36.0], shoonya_2s8DQ1VBG8EK8B, 5771364]
[paragraph, [658.0, 1229.0, 529.0, 36.0], shoonya_2s8DQ1VBG8EK8B, 5771364]
[paragraph, [658.0, 1265.0, 529.0, 36.0], shoonya_2s8DQ1VBG8EK8B, 5771364]
[paragraph, [658.0, 1301.0, 529.0, 36.0], shoonya_2s8DQ1VBG8EK8B, 5771364]
[paragraph, [654.0, 1342.0, 543.0, 36.0], rGn1ZFz37a, 5771364]
[paragraph, [654.0, 1378.0, 543.0, 36.0], rGn1ZFz37a, 5771364]
[paragraph, [654.0, 1414.0, 543.0, 36.0], rGn1ZFz37a, 5771364]
[paragraph, [116.0, 1442.0, 540.0, 36.0], shoonya_4s6FOYD98MBUDX, 5771364]
[paragraph, [116.0, 1478.0, 540.0, 36.0], shoonya_4s6FOYD98MBUDX, 5771364]
[paragraph, [116.0, 1514.0, 540.0, 36.0], shoonya_4s6FOYD98MBUDX, 5771364]
[contact-info, [764.0, 1476.0, 441.0, 36.0], shoonya_5sJCB4O0ZPAV3X, 5771364]
[contact-info, [764.0, 1512.0, 441.0, 36.0], shoonya_5sJCB4O0ZPAV3X, 5771364]
[folio, [574.0, 1570.0, 160.0, 36.0], XRtXwfNtnM, 5771364]
[folio, [73.0, 1670.0, 295.0, 36.0], C85h8S0wQL, 5771364]
