[1425, 1088]
[section-title, [123.0, 98.0, 229.0, 30.0], fWD3Ok8RT5, 5759253]
[unordered-list, [138.0, 138.0, 750.0, 18.0], 4ZJGE_CPjM, 5759253]
[unordered-list, [138.0, 156.0, 750.0, 18.0], 4ZJGE_CPjM, 5759253]
[unordered-list, [138.0, 174.0, 750.0, 18.0], 4ZJGE_CPjM, 5759253]
[unordered-list, [138.0, 192.0, 750.0, 18.0], 4ZJGE_CPjM, 5759253]
[unordered-list, [138.0, 210.0, 750.0, 18.0], 4ZJGE_CPjM, 5759253]
[paragraph, [130.0, 253.0, 854.0, 18.0], shoonya_0sB1J4W2P9KRNK, 5759253]
[paragraph, [130.0, 271.0, 854.0, 18.0], shoonya_0sB1J4W2P9KRNK, 5759253]
[paragraph, [130.0, 289.0, 854.0, 18.0], shoonya_0sB1J4W2P9KRNK, 5759253]
[paragraph, [138.0, 340.0, 479.0, 18.0], tB5b4ft5Ki, 5759253]
[paragraph, [138.0, 358.0, 479.0, 18.0], tB5b4ft5Ki, 5759253]
[paragraph, [134.0, 405.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 423.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 441.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 459.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 477.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 495.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [134.0, 513.0, 861.0, 18.0], RYX7lkI7Xf, 5759253]
[paragraph, [132.0, 552.0, 863.0, 18.0], URvI7Hd8Nd, 5759253]
[paragraph, [132.0, 570.0, 863.0, 18.0], URvI7Hd8Nd, 5759253]
[paragraph, [132.0, 588.0, 863.0, 18.0], URvI7Hd8Nd, 5759253]
[paragraph, [132.0, 606.0, 863.0, 18.0], URvI7Hd8Nd, 5759253]
[paragraph, [132.0, 624.0, 863.0, 18.0], URvI7Hd8Nd, 5759253]
[unordered-list, [178.0, 676.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 694.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 712.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 730.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 748.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 766.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 784.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 802.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 820.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 838.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 856.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 874.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 892.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 910.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[unordered-list, [178.0, 928.0, 773.0, 18.0], shoonya_1sQE4QDKZ1IVY6, 5759253]
[ordered-list, [134.0, 1033.0, 736.0, 18.0], shoonya_2sWLRY4DF0DH46, 5759253]
[ordered-list, [134.0, 1051.0, 736.0, 18.0], shoonya_2sWLRY4DF0DH46, 5759253]
[ordered-list, [134.0, 1069.0, 736.0, 18.0], shoonya_2sWLRY4DF0DH46, 5759253]
[ordered-list, [134.0, 1087.0, 736.0, 18.0], shoonya_2sWLRY4DF0DH46, 5759253]
[ordered-list, [134.0, 1105.0, 736.0, 18.0], shoonya_2sWLRY4DF0DH46, 5759253]
[folio, [125.0, 1362.0, 165.0, 18.0], 8tb9G0vix0, 5759253]
