[679, 512]
[section-title, [90.0, 53.0, 344.0, 30.0], CtCjgsUDcG, 6495031]
[folio, [64.0, 97.0, 397.0, 18.0], aTQslFkQkB, 6495031]
[paragraph, [60.0, 168.0, 403.0, 18.0], rUrQIBvn0g, 6495031]
[paragraph, [60.0, 186.0, 403.0, 18.0], rUrQIBvn0g, 6495031]
[paragraph, [60.0, 204.0, 403.0, 18.0], rUrQIBvn0g, 6495031]
[ordered-list, [57.0, 246.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 264.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 282.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 300.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 318.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 336.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 354.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 372.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 390.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 408.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 426.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 444.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 462.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 480.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 498.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 516.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 534.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 552.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 570.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[ordered-list, [57.0, 588.0, 411.0, 18.0], WrbaccJvZR, 6495031]
[sub-ordered-list, [152.0, 248.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 266.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 284.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 302.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 320.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 338.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 356.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [152.0, 374.0, 307.0, 18.0], j40H24TdGP, 6495031]
[sub-ordered-list, [148.0, 412.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 430.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 448.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 466.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 484.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 502.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 520.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 538.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 556.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 574.0, 313.0, 18.0], zm1056nO8p, 6495031]
[sub-ordered-list, [148.0, 592.0, 313.0, 18.0], zm1056nO8p, 6495031]
