[1875, 1200]
[folio, [328.0, 262.0, 508.0, 36.0], shoonya_0sOYIU5PJ3Z6AU, 5710826]
[paragraph, [179.0, 362.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 398.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 434.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 470.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 506.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 542.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 578.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 614.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 650.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 686.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 722.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 758.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 794.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 830.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 866.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 902.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 938.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 974.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [179.0, 1010.0, 821.0, 36.0], shoonya_1sXM2UASSO2LIZ, 5710826]
[paragraph, [161.0, 1049.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1085.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1121.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1157.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1193.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1229.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [161.0, 1265.0, 859.0, 36.0], QOTRmH5hKH, 5710826]
[paragraph, [151.0, 1311.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1347.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1383.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1419.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1455.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1491.0, 865.0, 36.0], X9AWVoL98w, 5710826]
[paragraph, [151.0, 1527.0, 865.0, 36.0], X9AWVoL98w, 5710826]
