[2200, 1700]
[paragraph, [305.0, 73.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 109.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 145.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 181.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 217.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 253.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 289.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [305.0, 325.0, 1086.0, 36.0], shoonya_1sN0XDS84TAHKB, 5730710]
[paragraph, [293.0, 373.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 409.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 445.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 481.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 517.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 553.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 589.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 625.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 661.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 697.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 733.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 769.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 805.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 841.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 877.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 913.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 949.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 985.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1021.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1057.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1093.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1129.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1165.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1201.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1237.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1273.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1309.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1345.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1381.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1417.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1453.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1489.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1525.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1561.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1597.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1633.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1669.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1705.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1741.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1777.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1813.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1849.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1885.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[paragraph, [293.0, 1921.0, 1121.0, 36.0], shoonya_0sESCLZWU2FE2O, 5730710]
[folio, [297.0, 2017.0, 352.0, 36.0], UpcV2U7HN8, 5730710]
