[1275, 750]
[section-title, [261.0, 87.0, 218.0, 30.0], shoonya_2sSHUVGUEPOCNU, 5767429]
[ordered-list, [67.0, 148.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 166.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 184.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 202.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 220.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 238.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 256.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 274.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 292.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 310.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 328.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 346.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 364.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 382.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 400.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 418.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 436.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 454.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 472.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 490.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 508.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 526.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 544.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 562.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 580.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 598.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 616.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 634.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 652.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 670.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 688.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 706.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 724.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 742.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 760.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 778.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 796.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
[ordered-list, [67.0, 814.0, 625.0, 18.0], shoonya_1sKDWXGWJUW6XY, 5767429]
