[1754, 1241]
[folio, [50.0, 86.0, 167.0, 36.0], shoonya_11sGOXK1VRKZXV, 6471669]
[paragraph, [621.0, 129.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 165.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 201.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 237.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 273.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 309.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 345.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 381.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 417.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [621.0, 453.0, 555.0, 36.0], shoonya_10sJVFIBEH2KLU, 6471669]
[paragraph, [377.0, 130.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 166.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 202.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 238.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 274.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 310.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [377.0, 346.0, 236.0, 36.0], shoonya_6sXV8V3X6BA1CS, 6471669]
[paragraph, [61.0, 515.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 551.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 587.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 623.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 659.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 695.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 731.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 767.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 803.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 839.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 875.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 911.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [61.0, 947.0, 555.0, 36.0], shoonya_0sQY5SB68GEE65, 6471669]
[paragraph, [627.0, 840.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 876.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 912.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 948.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 984.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1020.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1056.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1092.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1128.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1164.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1200.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [627.0, 1236.0, 554.0, 36.0], shoonya_3sKCMR2IOFMHX0, 6471669]
[paragraph, [63.0, 1001.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1037.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1073.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1109.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1145.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1181.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1217.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1253.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1289.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1325.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [63.0, 1361.0, 550.0, 36.0], shoonya_2sQ5YZEL8726PO, 6471669]
[paragraph, [624.0, 1303.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1339.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1375.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1411.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1447.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1483.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1519.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [624.0, 1555.0, 557.0, 36.0], shoonya_9sH0HO8U1ZJBRN, 6471669]
[paragraph, [60.0, 1412.0, 549.0, 36.0], shoonya_1sYZALU4JAJHG9, 6471669]
[paragraph, [60.0, 1448.0, 549.0, 36.0], shoonya_1sYZALU4JAJHG9, 6471669]
[paragraph, [60.0, 1484.0, 549.0, 36.0], shoonya_1sYZALU4JAJHG9, 6471669]
