[1278, 913]
[chapter-title, [275.0, 54.0, 263.0, 30.0], shoonya_14sVB987QG7G7B, 5776540]
[paragraph, [89.0, 91.0, 630.0, 18.0], shoonya_12sZOB0BH97QX8, 5776540]
[paragraph, [89.0, 109.0, 630.0, 18.0], shoonya_12sZOB0BH97QX8, 5776540]
[paragraph, [89.0, 127.0, 630.0, 18.0], shoonya_12sZOB0BH97QX8, 5776540]
[paragraph, [98.0, 144.0, 417.0, 18.0], shoonya_13sI5Z0PJOX7G9, 5776540]
[paragraph, [113.0, 170.0, 262.0, 18.0], shoonya_9s0Q29F2BN3HVH, 5776540]
[paragraph, [114.0, 194.0, 260.0, 18.0], shoonya_6sG8H64B2VXGKN, 5776540]
[paragraph, [90.0, 219.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 237.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 255.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 273.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 291.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 309.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 327.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 345.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 363.0, 636.0, 18.0], shoonya_0s9S3FQ8UXYPZQ, 5776540]
[paragraph, [90.0, 393.0, 633.0, 18.0], shoonya_4s7CVKJKTAFEZ0, 5776540]
[paragraph, [90.0, 411.0, 633.0, 18.0], shoonya_4s7CVKJKTAFEZ0, 5776540]
[paragraph, [93.0, 446.0, 632.0, 18.0], shoonya_2s2JUEWXSVSS4B, 5776540]
[paragraph, [93.0, 464.0, 632.0, 18.0], shoonya_2s2JUEWXSVSS4B, 5776540]
[paragraph, [93.0, 482.0, 632.0, 18.0], shoonya_2s2JUEWXSVSS4B, 5776540]
[paragraph, [93.0, 500.0, 632.0, 18.0], shoonya_2s2JUEWXSVSS4B, 5776540]
[paragraph, [93.0, 518.0, 632.0, 18.0], shoonya_2s2JUEWXSVSS4B, 5776540]
[paragraph, [94.0, 546.0, 634.0, 18.0], shoonya_11sEXVY5CXC1GN, 5776540]
[paragraph, [94.0, 564.0, 634.0, 18.0], shoonya_11sEXVY5CXC1GN, 5776540]
[paragraph, [83.0, 591.0, 642.0, 18.0], M0ZndHp4ky, 5776540]
[paragraph, [83.0, 609.0, 642.0, 18.0], M0ZndHp4ky, 5776540]
[paragraph, [83.0, 627.0, 642.0, 18.0], M0ZndHp4ky, 5776540]
[paragraph, [83.0, 645.0, 642.0, 18.0], M0ZndHp4ky, 5776540]
[paragraph, [94.0, 670.0, 631.0, 18.0], shoonya_7sP613JRTLO5RK, 5776540]
[paragraph, [94.0, 688.0, 631.0, 18.0], shoonya_7sP613JRTLO5RK, 5776540]
[paragraph, [94.0, 706.0, 631.0, 18.0], shoonya_7sP613JRTLO5RK, 5776540]
[paragraph, [94.0, 724.0, 631.0, 18.0], shoonya_7sP613JRTLO5RK, 5776540]
[paragraph, [112.0, 746.0, 431.0, 18.0], shoonya_10s8QEMYQTL69N, 5776540]
[paragraph, [96.0, 770.0, 632.0, 18.0], shoonya_3sKTDUTNX0AYYO, 5776540]
[paragraph, [96.0, 788.0, 632.0, 18.0], shoonya_3sKTDUTNX0AYYO, 5776540]
[paragraph, [97.0, 823.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 841.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 859.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 877.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 895.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 913.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 931.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [97.0, 949.0, 634.0, 18.0], shoonya_1s497H6SPMGO6A, 5776540]
[paragraph, [98.0, 972.0, 632.0, 18.0], shoonya_5sLEIITR0GRRTW, 5776540]
[paragraph, [98.0, 990.0, 632.0, 18.0], shoonya_5sLEIITR0GRRTW, 5776540]
[paragraph, [97.0, 1023.0, 634.0, 18.0], shoonya_8sMQX73YFOFFZS, 5776540]
[paragraph, [97.0, 1041.0, 634.0, 18.0], shoonya_8sMQX73YFOFFZS, 5776540]
[paragraph, [97.0, 1066.0, 637.0, 18.0], shoonya_16s970XYEMJF1C, 5776540]
