[3509, 2480]
[section-title, [852.0, 419.0, 1069.0, 93.0], ZP899AaeJE, 5724044]
[section-title, [852.0, 512.0, 1069.0, 93.0], ZP899AaeJE, 5724044]
[paragraph, [411.0, 740.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 792.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 845.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 897.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 950.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1002.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1055.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1107.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1160.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1212.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1265.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1317.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1370.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1422.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1475.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1527.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1580.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1632.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1685.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1737.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1790.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1842.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1895.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 1947.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2000.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2052.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2105.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2157.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2210.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2262.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2315.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2367.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2420.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2472.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2525.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2577.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2630.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2682.5, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[paragraph, [411.0, 2735.0, 1825.0, 52.5], shoonya_0sPM17J7FS4YBM, 5724044]
[section-title, [453.0, 2866.0, 266.0, 93.0], shoonya_4sBOF8CRDTQWA8, 5724044]
[paragraph, [444.0, 2989.0, 1815.0, 52.5], shoonya_5s4FKQOZED1O92, 5724044]
[paragraph, [444.0, 3041.5, 1815.0, 52.5], shoonya_5s4FKQOZED1O92, 5724044]
[paragraph, [444.0, 3094.0, 1815.0, 52.5], shoonya_5s4FKQOZED1O92, 5724044]
[paragraph, [444.0, 3146.5, 1815.0, 52.5], shoonya_5s4FKQOZED1O92, 5724044]
