[1241, 798]
[folio, [90.0, 64.0, 133.0, 18.0], shoonya_4sID5KFZ4DQ0BE, 5701739]
[paragraph, [91.0, 111.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 129.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 147.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 165.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 183.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 201.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 219.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 237.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 255.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 273.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [91.0, 291.0, 617.0, 18.0], shoonya_2sOUFHH41Y10B2, 5701739]
[paragraph, [83.0, 328.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 346.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 364.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 382.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 400.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 418.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 436.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [83.0, 454.0, 633.0, 18.0], Day0BhMzg-, 5701739]
[paragraph, [84.0, 487.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 505.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 523.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 541.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 559.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 577.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [84.0, 595.0, 625.0, 18.0], UvqrXT1Mxm, 5701739]
[paragraph, [90.0, 616.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 634.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 652.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 670.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 688.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 706.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 724.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 742.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 760.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 778.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [90.0, 796.0, 619.0, 18.0], shoonya_0sKUZZJ9DQA396, 5701739]
[paragraph, [88.0, 834.0, 619.0, 18.0], fN5-wkMn0s, 5701739]
[paragraph, [88.0, 852.0, 619.0, 18.0], fN5-wkMn0s, 5701739]
[paragraph, [88.0, 870.0, 619.0, 18.0], fN5-wkMn0s, 5701739]
[paragraph, [88.0, 888.0, 619.0, 18.0], fN5-wkMn0s, 5701739]
[paragraph, [91.0, 923.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 941.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 959.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 977.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 995.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1013.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1031.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1049.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1067.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1085.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1103.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1121.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1139.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
[paragraph, [91.0, 1157.0, 619.0, 18.0], shoonya_1sPOB9SZJ5CFHB, 5701739]
