[2339, 1654]
[section-title, [193.0, 187.0, 120.0, 52.5], 7PS2KgluAM, 5753735]
[paragraph, [317.0, 191.0, 1043.0, 36.0], V2ryNQYu_Y, 5753735]
[paragraph, [185.0, 263.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 299.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 335.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 371.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 407.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 443.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 479.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 515.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [185.0, 551.0, 1168.0, 36.0], shoonya_1sP5W665AXB1TZ, 5753735]
[paragraph, [339.0, 631.0, 1005.0, 36.0], sVk2Xi2cAZ, 5753735]
[paragraph, [339.0, 667.0, 1005.0, 36.0], sVk2Xi2cAZ, 5753735]
[section-title, [189.0, 639.0, 150.0, 52.5], 6QP6F623zG, 5753735]
[paragraph, [185.0, 724.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[paragraph, [185.0, 760.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[paragraph, [185.0, 796.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[paragraph, [185.0, 832.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[paragraph, [185.0, 868.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[paragraph, [185.0, 904.0, 1172.0, 36.0], shoonya_2sK7JUOGKOSHZL, 5753735]
[section-title, [186.0, 993.0, 392.0, 52.5], htF9nUo-s5, 5753735]
[paragraph, [572.0, 996.0, 779.0, 36.0], GrPNDI2cPM, 5753735]
[paragraph, [184.0, 1071.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1107.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1143.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1179.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1215.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1251.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1287.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1323.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1359.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1395.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1431.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1467.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1503.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1539.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1575.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1611.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1647.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1683.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[paragraph, [184.0, 1719.0, 1165.0, 36.0], shoonya_0sMNJY2THLIUC2, 5753735]
[reference, [171.0, 2016.0, 447.0, 36.0], d8rfuCrsDF, 5753735]
