[1725, 1275]
[folio, [72.0, 68.0, 328.0, 36.0], shoonya_7sJCWQGBHOKH7X, 5712957]
[paragraph, [48.0, 143.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [48.0, 179.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [48.0, 215.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [48.0, 251.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [48.0, 287.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [48.0, 323.0, 576.0, 36.0], shoonya_0s7LN0Q0GKVIXD, 5712957]
[paragraph, [627.0, 149.0, 573.0, 36.0], 7mpUO-bVEP, 5712957]
[paragraph, [629.0, 218.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 254.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 290.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 326.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 362.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 398.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 434.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 470.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 506.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 542.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [629.0, 578.0, 589.0, 36.0], shoonya_6sXRSMHQVOMAK5, 5712957]
[paragraph, [43.0, 391.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 427.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 463.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 499.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 535.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 571.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 607.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 643.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 679.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 715.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [43.0, 751.0, 582.0, 36.0], shoonya_11s0L6OL9TY8TW, 5712957]
[paragraph, [631.0, 612.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 648.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 684.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 720.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 756.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 792.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [631.0, 828.0, 583.0, 36.0], shoonya_2s891A5WCR3GTC, 5712957]
[paragraph, [49.0, 828.0, 583.0, 36.0], shoonya_4s3K9KQY330SCA, 5712957]
