[1637, 1070]
[section-title, [408.0, 212.0, 154.0, 49.5], fH7FEnVbub, 5654339]
[dateline, [827.0, 379.0, 224.0, 64.5], q5KNQrtsNs, 5654339]
[paragraph, [152.0, 471.0, 222.0, 36.0], 5jticpGq72, 5654339]
[paragraph, [152.0, 507.0, 222.0, 36.0], 5jticpGq72, 5654339]
[paragraph, [152.0, 543.0, 222.0, 36.0], 5jticpGq72, 5654339]
[paragraph, [455.0, 472.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [455.0, 508.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [455.0, 544.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [455.0, 580.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [455.0, 616.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [455.0, 652.0, 262.0, 36.0], 8ThJQ8Nc97, 5654339]
[paragraph, [159.0, 627.0, 252.0, 36.0], MztlR8SU1d, 5654339]
[paragraph, [159.0, 663.0, 252.0, 36.0], MztlR8SU1d, 5654339]
[paragraph, [159.0, 699.0, 252.0, 36.0], MztlR8SU1d, 5654339]
[paragraph, [159.0, 735.0, 252.0, 36.0], MztlR8SU1d, 5654339]
[paragraph, [452.0, 737.0, 234.0, 36.0], KnSqXjd4cp, 5654339]
[paragraph, [452.0, 773.0, 234.0, 36.0], KnSqXjd4cp, 5654339]
[paragraph, [452.0, 809.0, 234.0, 36.0], KnSqXjd4cp, 5654339]
[paragraph, [452.0, 845.0, 234.0, 36.0], KnSqXjd4cp, 5654339]
[footnote, [205.0, 1222.0, 604.0, 36.0], SvQlWcwFte, 5654339]
[footnote, [205.0, 1258.0, 604.0, 36.0], SvQlWcwFte, 5654339]
[footnote, [205.0, 1294.0, 604.0, 36.0], SvQlWcwFte, 5654339]
[footnote, [205.0, 1330.0, 604.0, 36.0], SvQlWcwFte, 5654339]
