[567, 439]
[chapter-title, [268.0, 134.0, 145.0, 30.0], shoonya_4sD6OMLV7K8CNB, 6459447]
[paragraph, [221.0, 183.0, 63.0, 18.0], IE-b4b7OOy, 6459447]
[paragraph, [34.0, 185.0, 186.0, 18.0], H-9tiGswMF, 6459447]
[paragraph, [34.0, 203.0, 186.0, 18.0], H-9tiGswMF, 6459447]
[paragraph, [34.0, 221.0, 186.0, 18.0], H-9tiGswMF, 6459447]
[paragraph, [34.0, 239.0, 186.0, 18.0], H-9tiGswMF, 6459447]
[paragraph, [34.0, 257.0, 186.0, 18.0], H-9tiGswMF, 6459447]
[paragraph, [222.0, 204.0, 183.0, 18.0], 0m_T8wpTiy, 6459447]
[paragraph, [222.0, 222.0, 183.0, 18.0], 0m_T8wpTiy, 6459447]
[paragraph, [221.0, 259.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 277.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 295.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 313.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 331.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 349.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 367.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 385.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [221.0, 403.0, 184.0, 18.0], dh8MrFHvpo, 6459447]
[paragraph, [29.0, 276.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 294.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 312.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 330.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 348.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 366.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 384.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 402.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 420.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 438.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [29.0, 456.0, 189.0, 18.0], Ud46eDlog9, 6459447]
[paragraph, [221.0, 433.0, 179.0, 18.0], QXttg2lC-9, 6459447]
[paragraph, [221.0, 451.0, 179.0, 18.0], QXttg2lC-9, 6459447]
[paragraph, [221.0, 469.0, 179.0, 18.0], QXttg2lC-9, 6459447]
[folio, [190.0, 502.0, 55.0, 18.0], 3DM_Xpz6Ip, 6459447]
