[2000, 1414]
[headline, [104.0, 483.0, 447.0, 67.5], shoonya_2s231CFTPS4V7Q, 6491655]
[headline, [104.0, 550.5, 447.0, 67.5], shoonya_2s231CFTPS4V7Q, 6491655]
[headline, [104.0, 618.0, 447.0, 67.5], shoonya_2s231CFTPS4V7Q, 6491655]
[headline, [104.0, 685.5, 447.0, 67.5], shoonya_2s231CFTPS4V7Q, 6491655]
[paragraph, [905.0, 1067.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1103.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1139.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1175.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1211.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1247.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1283.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [905.0, 1319.0, 390.0, 36.0], js4_gs9bNy, 6491655]
[paragraph, [508.0, 1078.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1114.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1150.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1186.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1222.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1258.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1294.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1330.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1366.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1402.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1438.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1474.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1510.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1546.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1582.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1618.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1654.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1690.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [508.0, 1726.0, 388.0, 36.0], uUfFfVKQXe, 6491655]
[paragraph, [117.0, 1086.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1122.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1158.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1194.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1230.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1266.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1302.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1338.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1374.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[paragraph, [117.0, 1410.0, 377.0, 36.0], shoonya_0sG2EZHXRVLFGZ, 6491655]
[author, [914.0, 1625.0, 291.0, 36.0], shoonya_3s957QJ28LOTN9, 6491655]
[author, [914.0, 1661.0, 291.0, 36.0], shoonya_3s957QJ28LOTN9, 6491655]
[author, [914.0, 1697.0, 291.0, 36.0], shoonya_3s957QJ28LOTN9, 6491655]
[author, [914.0, 1733.0, 291.0, 36.0], shoonya_3s957QJ28LOTN9, 6491655]
