[2200, 1700]
[paragraph, [373.0, 116.0, 1130.0, 36.0], shoonya_3sW57VXL7XXAC5, 5733516]
[paragraph, [373.0, 152.0, 1130.0, 36.0], shoonya_3sW57VXL7XXAC5, 5733516]
[paragraph, [372.0, 244.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 280.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 316.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 352.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 388.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 424.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 460.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 496.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 532.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 568.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 604.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 640.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 676.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 712.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 748.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 784.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 820.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 856.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 892.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 928.0, 1146.0, 36.0], shoonya_1sSCS2VK8WBAVF, 5733516]
[paragraph, [372.0, 989.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1025.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1061.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1097.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1133.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1169.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1205.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1241.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1277.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1313.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1349.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1385.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1421.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1457.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [372.0, 1493.0, 1135.0, 36.0], shoonya_0sNC495S7AQ927, 5733516]
[paragraph, [370.0, 1622.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1658.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1694.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1730.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1766.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1802.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1838.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1874.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1910.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1946.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 1982.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
[paragraph, [370.0, 2018.0, 1138.0, 36.0], shoonya_2sXAOPKGA8FHM2, 5733516]
