[6000, 4167]
[chapter-title, [1326.0, 888.0, 1569.0, 165.0], shoonya_3s54P7Q7LM8S3I, 5721685]
[paragraph, [639.0, 1499.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1551.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1604.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1656.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1709.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1761.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1814.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1866.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1919.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 1971.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 2024.0, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [639.0, 2076.5, 2917.0, 52.5], shoonya_1sE9V9NNKJDJEB, 5721685]
[paragraph, [628.0, 2226.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2278.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2331.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2383.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2436.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2488.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2541.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2593.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2646.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2698.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2751.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2803.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2856.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2908.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 2961.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3013.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3066.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3118.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3171.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3223.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3276.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3328.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3381.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3433.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3486.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3538.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3591.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3643.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3696.0, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [628.0, 3748.5, 2928.0, 52.5], shoonya_0sL6DZ11QT1IRL, 5721685]
[paragraph, [564.0, 3851.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 3903.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 3956.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4008.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4061.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4113.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4166.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4218.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4271.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4323.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4376.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4428.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4481.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4533.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4586.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4638.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4691.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4743.5, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
[paragraph, [564.0, 4796.0, 2982.0, 52.5], shoonya_2sUKTRGDA5N4HZ, 5721685]
