[1518, 1075]
[author, [470.0, 184.0, 161.0, 36.0], iHQDg_SKwp, 5722071]
[headline, [174.0, 248.0, 746.0, 37.5], shoonya_9sMQR4202OMTZP, 5722071]
[paragraph, [556.0, 407.0, 428.0, 36.0], shoonya_1sMMDW2QU4USYS, 5722071]
[paragraph, [556.0, 443.0, 428.0, 36.0], shoonya_1sMMDW2QU4USYS, 5722071]
[paragraph, [556.0, 479.0, 428.0, 36.0], shoonya_1sMMDW2QU4USYS, 5722071]
[paragraph, [556.0, 515.0, 428.0, 36.0], shoonya_1sMMDW2QU4USYS, 5722071]
[paragraph, [556.0, 551.0, 428.0, 36.0], shoonya_1sMMDW2QU4USYS, 5722071]
[paragraph, [113.0, 435.0, 429.0, 36.0], G_9odRE0nD, 5722071]
[paragraph, [113.0, 471.0, 429.0, 36.0], G_9odRE0nD, 5722071]
[paragraph, [113.0, 507.0, 429.0, 36.0], G_9odRE0nD, 5722071]
[paragraph, [113.0, 543.0, 429.0, 36.0], G_9odRE0nD, 5722071]
[paragraph, [113.0, 579.0, 429.0, 36.0], G_9odRE0nD, 5722071]
[paragraph, [557.0, 603.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 639.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 675.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 711.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 747.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 783.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 819.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 855.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [557.0, 891.0, 427.0, 36.0], shoonya_2s05165FUQBR3Q, 5722071]
[paragraph, [116.0, 624.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 660.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 696.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 732.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 768.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 804.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 840.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 876.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 912.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 948.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 984.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 1020.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 1056.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 1092.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [116.0, 1128.0, 424.0, 36.0], shoonya_3s8CCVMA1C9AU0, 5722071]
[paragraph, [557.0, 946.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 982.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1018.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1054.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1090.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1126.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1162.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1198.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1234.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1270.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [557.0, 1306.0, 430.0, 36.0], shoonya_0s0OR6ENZRE6W7, 5722071]
[paragraph, [117.0, 1182.0, 424.0, 36.0], shoonya_4sW7WYHLVEWF29, 5722071]
[paragraph, [117.0, 1218.0, 424.0, 36.0], shoonya_4sW7WYHLVEWF29, 5722071]
[paragraph, [117.0, 1254.0, 424.0, 36.0], shoonya_4sW7WYHLVEWF29, 5722071]
[paragraph, [117.0, 1290.0, 424.0, 36.0], shoonya_4sW7WYHLVEWF29, 5722071]
[folio, [195.0, 1390.0, 294.0, 36.0], shoonya_12sS0BYQBAJ713, 5722071]
