[2339, 1653]
[folio, [235.0, 330.0, 305.0, 36.0], R2qTcTBrRT, 5736107]
[folio, [1275.0, 330.0, 134.0, 36.0], 1QslShBomZ, 5736107]
[paragraph, [236.0, 386.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 422.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 458.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 494.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 530.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 566.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 602.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 638.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 674.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 710.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 746.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 782.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 818.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 854.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 890.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 926.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 962.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 998.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [236.0, 1034.0, 580.0, 36.0], shoonya_1s4LGY2MSD90D1, 5736107]
[paragraph, [834.0, 387.0, 582.0, 36.0], shoonya_5sWQCZQFOHP60I, 5736107]
[paragraph, [834.0, 423.0, 582.0, 36.0], shoonya_5sWQCZQFOHP60I, 5736107]
[paragraph, [834.0, 459.0, 582.0, 36.0], shoonya_5sWQCZQFOHP60I, 5736107]
[sidebar, [64.0, 443.0, 130.0, 36.0], shoonya_9sMR920NXR2WJJ, 5736107]
[paragraph, [835.0, 520.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 556.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 592.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 628.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 664.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 700.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 736.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 772.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 808.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 844.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 880.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[paragraph, [835.0, 916.0, 581.0, 36.0], shoonya_2sIKVWLB1VX2HB, 5736107]
[author, [1153.0, 968.0, 261.0, 36.0], shoonya_8sQYS9ZDX84YTJ, 5736107]
[ordered-list, [836.0, 1015.0, 579.0, 36.0], shoonya_6sMILCS17HW7YX, 5736107]
[ordered-list, [836.0, 1051.0, 579.0, 36.0], shoonya_6sMILCS17HW7YX, 5736107]
[paragraph, [235.0, 1101.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1137.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1173.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1209.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1245.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1281.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1317.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1353.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1389.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1425.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1461.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1497.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1533.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1569.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1605.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1641.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1677.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1713.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1749.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1785.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1821.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1857.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [235.0, 1893.0, 581.0, 36.0], shoonya_0s8XQVZ3EOQMPQ, 5736107]
[paragraph, [835.0, 1193.0, 328.0, 36.0], uD9vd2J_sD, 5736107]
[paragraph, [1090.0, 1277.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1313.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1349.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1385.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1421.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1457.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1493.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1529.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [1090.0, 1565.0, 327.0, 36.0], shoonya_3sFDCFXAVISING, 5736107]
[paragraph, [833.0, 1641.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1677.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1713.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1749.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1785.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1821.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1857.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[paragraph, [833.0, 1893.0, 585.0, 36.0], shoonya_12sYOE89VS039P, 5736107]
[folio, [1183.0, 1967.0, 229.0, 36.0], shoonya_11sR0IVPN8BXXW, 5736107]
