[2200, 1700]
[paragraph, [269.0, 58.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 94.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 130.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 166.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 202.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 238.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 274.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 310.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 346.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 382.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 418.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 454.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 490.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 526.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 562.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 598.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 634.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 670.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 706.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 742.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 778.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 814.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 850.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 886.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 922.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 958.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 994.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1030.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1066.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1102.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1138.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1174.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1210.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1246.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1282.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[paragraph, [269.0, 1318.0, 1105.0, 36.0], shoonya_1s8JCBMHOCNX6T, 5731721]
[footnote, [279.0, 1378.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1414.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1450.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1486.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1522.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1558.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1594.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1630.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1666.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1702.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1738.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1774.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1810.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1846.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[footnote, [279.0, 1882.0, 1084.0, 36.0], shoonya_0s8N0V7NBOHBP7, 5731721]
[folio, [912.0, 2021.0, 373.0, 36.0], hEfPCPlm82, 5731721]
