[834, 618]
[folio, [15.0, 37.0, 131.0, 18.0], BMtQP2wjQl, 5712903]
[headline, [76.0, 94.0, 217.0, 25.5], Esc2cVLSFE, 5712903]
[headline, [76.0, 119.5, 217.0, 25.5], Esc2cVLSFE, 5712903]
[headline, [76.0, 145.0, 217.0, 25.5], Esc2cVLSFE, 5712903]
[headline, [76.0, 170.5, 217.0, 25.5], Esc2cVLSFE, 5712903]
[paragraph, [64.0, 210.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 228.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 246.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 264.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 282.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 300.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [64.0, 318.0, 249.0, 18.0], shoonya_1s3BO7DEZNWZKS, 5712903]
[paragraph, [67.0, 340.0, 134.0, 18.0], gSOKsuDI2Z, 5712903]
[paragraph, [67.0, 358.0, 134.0, 18.0], gSOKsuDI2Z, 5712903]
[unordered-list, [65.0, 378.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 396.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 414.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 432.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 450.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 468.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 486.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 504.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 522.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 540.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 558.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 576.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 594.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 612.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 630.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 648.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 666.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 684.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 702.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 720.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [65.0, 738.0, 255.0, 18.0], 1VCfnsXCpf, 5712903]
[unordered-list, [323.0, 378.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 396.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 414.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 432.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 450.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 468.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 486.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 504.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 522.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 540.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 558.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 576.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 594.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 612.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 630.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 648.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 666.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 684.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 702.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 720.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[unordered-list, [323.0, 738.0, 254.0, 18.0], shoonya_3s5JU00RU1531S, 5712903]
[folio, [68.0, 770.0, 108.0, 18.0], ibw1-3FvTo, 5712903]
