[975, 571]
[chapter-title, [137.0, 12.0, 271.0, 30.0], shoonya_8sHZH3DEHSFSEH, 5776180]
[paragraph, [18.0, 50.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 68.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 86.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 104.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 122.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 140.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [18.0, 158.0, 521.0, 18.0], shoonya_0sZX1XE6P4WX38, 5776180]
[paragraph, [22.0, 162.0, 515.0, 18.0], shoonya_5sXDJK14DYH80M, 5776180]
[paragraph, [22.0, 180.0, 515.0, 18.0], shoonya_5sXDJK14DYH80M, 5776180]
[paragraph, [22.0, 198.0, 515.0, 18.0], shoonya_5sXDJK14DYH80M, 5776180]
[paragraph, [23.0, 205.0, 517.0, 18.0], shoonya_2sP2XZJL9AT31A, 5776180]
[paragraph, [23.0, 223.0, 517.0, 18.0], shoonya_2sP2XZJL9AT31A, 5776180]
[paragraph, [26.0, 248.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 266.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 284.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 302.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 320.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 338.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 356.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 374.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [26.0, 392.0, 517.0, 18.0], shoonya_1s4V1SBNPNEEOU, 5776180]
[paragraph, [33.0, 410.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 428.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 446.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 464.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 482.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 500.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 518.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [33.0, 536.0, 514.0, 18.0], shoonya_6sOLS50L0D9LAH, 5776180]
[paragraph, [34.0, 553.0, 516.0, 18.0], shoonya_9sHFAU4O3E2CYF, 5776180]
[paragraph, [34.0, 571.0, 516.0, 18.0], shoonya_9sHFAU4O3E2CYF, 5776180]
[paragraph, [34.0, 589.0, 516.0, 18.0], shoonya_9sHFAU4O3E2CYF, 5776180]
[paragraph, [40.0, 601.0, 514.0, 18.0], shoonya_3sVMVCWXOHIQ5M, 5776180]
[paragraph, [40.0, 619.0, 514.0, 18.0], shoonya_3sVMVCWXOHIQ5M, 5776180]
[paragraph, [40.0, 637.0, 514.0, 18.0], shoonya_3sVMVCWXOHIQ5M, 5776180]
[paragraph, [40.0, 655.0, 514.0, 18.0], shoonya_3sVMVCWXOHIQ5M, 5776180]
[paragraph, [40.0, 673.0, 514.0, 18.0], shoonya_3sVMVCWXOHIQ5M, 5776180]
[paragraph, [40.0, 689.0, 512.0, 18.0], shoonya_4sI40IG4OWXMXH, 5776180]
[paragraph, [40.0, 707.0, 512.0, 18.0], shoonya_4sI40IG4OWXMXH, 5776180]
[paragraph, [40.0, 725.0, 512.0, 18.0], shoonya_4sI40IG4OWXMXH, 5776180]
[paragraph, [40.0, 743.0, 512.0, 18.0], shoonya_4sI40IG4OWXMXH, 5776180]
[paragraph, [42.0, 750.0, 489.0, 18.0], JdbNagUnjW, 5776180]
[paragraph, [58.0, 771.0, 348.0, 18.0], A2onZFDtM3, 5776180]
[paragraph, [46.0, 787.0, 506.0, 18.0], iOq6Aq460J, 5776180]
[paragraph, [46.0, 805.0, 506.0, 18.0], iOq6Aq460J, 5776180]
[paragraph, [46.0, 823.0, 506.0, 18.0], iOq6Aq460J, 5776180]
[paragraph, [56.0, 828.0, 478.0, 18.0], shoonya_10sIYGPRWUK0TB, 5776180]
[paragraph, [57.0, 847.0, 490.0, 18.0], lCIIQoW2Jj, 5776180]
[paragraph, [57.0, 865.0, 490.0, 18.0], lCIIQoW2Jj, 5776180]
[paragraph, [57.0, 883.0, 490.0, 18.0], lCIIQoW2Jj, 5776180]
