[1654, 1241]
[section-title, [520.0, 292.0, 204.0, 49.5], shoonya_2sUNPD09ECIBA0, 5719779]
[author, [80.0, 378.0, 350.0, 36.0], shoonya_4s2TYG34HV2482, 5719779]
[contact-info, [83.0, 419.0, 523.0, 36.0], shoonya_5sCGTBDDDWIA78, 5719779]
[contact-info, [83.0, 455.0, 523.0, 36.0], shoonya_5sCGTBDDDWIA78, 5719779]
[paragraph, [78.0, 525.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 561.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 597.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 633.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 669.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 705.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [78.0, 741.0, 1070.0, 36.0], shoonya_6s2XEV5M2VR34M, 5719779]
[paragraph, [79.0, 797.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [79.0, 833.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [79.0, 869.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [79.0, 905.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [79.0, 941.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [79.0, 977.0, 1064.0, 36.0], zz3-JQ-uKs, 5719779]
[paragraph, [77.0, 1042.0, 1067.0, 36.0], 6gDzCfAD75, 5719779]
[paragraph, [77.0, 1078.0, 1067.0, 36.0], 6gDzCfAD75, 5719779]
[paragraph, [77.0, 1114.0, 1067.0, 36.0], 6gDzCfAD75, 5719779]
[contact-info, [634.0, 1216.0, 497.0, 36.0], 4odK-dBi03, 5719779]
[contact-info, [634.0, 1252.0, 497.0, 36.0], 4odK-dBi03, 5719779]
[contact-info, [634.0, 1288.0, 497.0, 36.0], 4odK-dBi03, 5719779]
[contact-info, [634.0, 1324.0, 497.0, 36.0], 4odK-dBi03, 5719779]
