[1388, 886]
[folio, [635.0, 63.0, 196.0, 18.0], shoonya_1sWT2T71FN148I, 5742083]
[folio, [635.0, 81.0, 196.0, 18.0], shoonya_1sWT2T71FN148I, 5742083]
[folio, [367.0, 68.0, 146.0, 18.0], Bo59G0ol9_, 5742083]
[folio, [367.0, 86.0, 146.0, 18.0], Bo59G0ol9_, 5742083]
[paragraph, [62.0, 126.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 144.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 162.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 180.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 198.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 216.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 234.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 252.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 270.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 288.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [62.0, 306.0, 335.0, 18.0], uGblWhinCB, 5742083]
[paragraph, [444.0, 131.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 149.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 167.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 185.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 203.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 221.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [444.0, 239.0, 349.0, 18.0], RHKunXz8Ai, 5742083]
[paragraph, [446.0, 271.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 289.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 307.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 325.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 343.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 361.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 379.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 397.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 415.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 433.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 451.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [446.0, 469.0, 360.0, 18.0], 90PN_aIP0D, 5742083]
[paragraph, [59.0, 343.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 361.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 379.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 397.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 415.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 433.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 451.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 469.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 487.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 505.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [59.0, 523.0, 339.0, 18.0], jEisqwVZGC, 5742083]
[paragraph, [443.0, 491.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 509.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 527.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 545.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 563.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 581.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 599.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 617.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 635.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 653.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [443.0, 671.0, 364.0, 18.0], KsWIns3G7w, 5742083]
[paragraph, [58.0, 552.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 570.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 588.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 606.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 624.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 642.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 660.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 678.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 696.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 714.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [58.0, 732.0, 340.0, 18.0], nd8fyWNTDw, 5742083]
[paragraph, [444.0, 708.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 726.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 744.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 762.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 780.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 798.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 816.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 834.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 852.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 870.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [444.0, 888.0, 371.0, 18.0], ItCIZgL9XT, 5742083]
[paragraph, [56.0, 768.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 786.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 804.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 822.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 840.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 858.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 876.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 894.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 912.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 930.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [56.0, 948.0, 340.0, 18.0], BOHBk28xLq, 5742083]
[paragraph, [446.0, 919.0, 371.0, 18.0], bpD5jfZKN0, 5742083]
[paragraph, [446.0, 937.0, 371.0, 18.0], bpD5jfZKN0, 5742083]
[paragraph, [446.0, 955.0, 371.0, 18.0], bpD5jfZKN0, 5742083]
[paragraph, [446.0, 973.0, 371.0, 18.0], bpD5jfZKN0, 5742083]
[paragraph, [55.0, 980.0, 343.0, 18.0], HMBs_39r07, 5742083]
[paragraph, [55.0, 998.0, 343.0, 18.0], HMBs_39r07, 5742083]
[paragraph, [55.0, 1016.0, 343.0, 18.0], HMBs_39r07, 5742083]
[author, [657.0, 1014.0, 169.0, 18.0], TmlmnNOl28, 5742083]
[section-title, [348.0, 1073.0, 184.0, 30.0], s6LumuuNrs, 5742083]
[paragraph, [448.0, 1158.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [448.0, 1176.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [448.0, 1194.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [448.0, 1212.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [448.0, 1230.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [448.0, 1248.0, 393.0, 18.0], soofZXYhjW, 5742083]
[paragraph, [36.0, 1162.0, 398.0, 18.0], BCsQpc5cyk, 5742083]
[paragraph, [36.0, 1180.0, 398.0, 18.0], BCsQpc5cyk, 5742083]
[paragraph, [36.0, 1198.0, 398.0, 18.0], BCsQpc5cyk, 5742083]
[paragraph, [36.0, 1216.0, 398.0, 18.0], BCsQpc5cyk, 5742083]
[paragraph, [36.0, 1234.0, 398.0, 18.0], BCsQpc5cyk, 5742083]
[footnote, [59.0, 1290.0, 761.0, 18.0], Q1e2ZIsURP, 5742083]
[footnote, [59.0, 1308.0, 761.0, 18.0], Q1e2ZIsURP, 5742083]
[footnote, [561.0, 1352.0, 293.0, 18.0], S3yqv0DMgH, 5742083]
