[2339, 1656]
[paragraph, [283.0, 262.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 298.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 334.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 370.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 406.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 442.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 478.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 514.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 550.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 586.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 622.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 658.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 694.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 730.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 766.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 802.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 838.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 874.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 910.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 946.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 982.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 1018.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [283.0, 1054.0, 480.0, 36.0], _DUIVczd8F, 5752684]
[paragraph, [275.0, 1219.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1255.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1291.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1327.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1363.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1399.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1435.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1471.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1507.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1543.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1579.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1615.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1651.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1687.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1723.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1759.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1795.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1831.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1867.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1903.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1939.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[paragraph, [275.0, 1975.0, 513.0, 36.0], eGl9NM_g-w, 5752684]
[author, [914.0, 1395.0, 649.0, 36.0], cqo3xBp2kY, 5752684]
[author, [914.0, 1431.0, 649.0, 36.0], cqo3xBp2kY, 5752684]
[author, [914.0, 1467.0, 649.0, 36.0], cqo3xBp2kY, 5752684]
[author, [914.0, 1503.0, 649.0, 36.0], cqo3xBp2kY, 5752684]
[author, [914.0, 1539.0, 649.0, 36.0], cqo3xBp2kY, 5752684]
[folio, [1130.0, 2165.0, 484.0, 36.0], N_Ovai52h9, 5752684]
[dateline, [1204.0, 2241.0, 405.0, 64.5], aVzL2_mRAF, 5752684]
