[2200, 1700]
[paragraph, [322.0, 55.0, 1078.0, 36.0], shoonya_3sBZGHN9CYM7MQ, 5730903]
[paragraph, [322.0, 91.0, 1078.0, 36.0], shoonya_3sBZGHN9CYM7MQ, 5730903]
[paragraph, [311.0, 168.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 204.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 240.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 276.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 312.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 348.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 384.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 420.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 456.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 492.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 528.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 564.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 600.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 636.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [311.0, 672.0, 1094.0, 36.0], shoonya_0sDBZQBTU81J7E, 5730903]
[paragraph, [304.0, 741.0, 1096.0, 36.0], shoonya_2s7JPJJMAV2HSG, 5730903]
[paragraph, [304.0, 777.0, 1096.0, 36.0], shoonya_2s7JPJJMAV2HSG, 5730903]
[paragraph, [304.0, 813.0, 1096.0, 36.0], shoonya_2s7JPJJMAV2HSG, 5730903]
[paragraph, [304.0, 849.0, 1096.0, 36.0], shoonya_2s7JPJJMAV2HSG, 5730903]
[paragraph, [307.0, 915.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 951.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 987.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1023.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1059.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1095.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1131.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1167.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [307.0, 1203.0, 1087.0, 36.0], shoonya_1sSZXZKQGAHNT4, 5730903]
[paragraph, [418.0, 1245.0, 961.0, 36.0], shoonya_8sY04QCFTY6A18, 5730903]
[paragraph, [415.0, 1303.0, 429.0, 36.0], shoonya_4sQWZIDZZUE2YB, 5730903]
[paragraph, [413.0, 1363.0, 342.0, 36.0], shoonya_5sPXZT46XLDVPI, 5730903]
[paragraph, [299.0, 1420.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [299.0, 1456.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [299.0, 1492.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [299.0, 1528.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [299.0, 1564.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [299.0, 1600.0, 1086.0, 36.0], shoonya_6sLHCNFEMT8MR5, 5730903]
[paragraph, [295.0, 1645.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1681.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1717.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1753.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1789.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1825.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1861.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[paragraph, [295.0, 1897.0, 1095.0, 36.0], shoonya_7s64IKCDDDE0LZ, 5730903]
[folio, [403.0, 1996.0, 367.0, 36.0], JUAsEWawrm, 5730903]
