[2200, 1700]
[paragraph, [888.0, 146.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 182.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 218.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 254.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 290.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 326.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 362.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 398.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 434.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 470.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 506.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [888.0, 542.0, 724.0, 36.0], aGGdtc3HOs, 5752154]
[paragraph, [92.0, 151.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 187.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 223.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 259.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 295.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 331.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 367.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 403.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 439.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [92.0, 475.0, 716.0, 36.0], shoonya_0sAGABKRIZ12J0, 5752154]
[paragraph, [89.0, 552.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 588.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 624.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 660.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 696.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 732.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 768.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 804.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 840.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 876.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 912.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 948.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 984.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1020.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1056.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1092.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1128.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1164.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1200.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [89.0, 1236.0, 720.0, 36.0], AhLFhnZeZd, 5752154]
[paragraph, [884.0, 612.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 648.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 684.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 720.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 756.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 792.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 828.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 864.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 900.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[paragraph, [884.0, 936.0, 730.0, 36.0], 938uSXTJtS, 5752154]
[figure-caption, [1219.0, 1001.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1037.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1073.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1109.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1145.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1181.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1217.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1253.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[figure-caption, [1219.0, 1289.0, 397.0, 36.0], xRtiUFwvnJ, 5752154]
[paragraph, [87.0, 1302.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1338.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1374.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1410.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1446.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1482.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1518.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1554.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1590.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1626.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[paragraph, [87.0, 1662.0, 726.0, 36.0], UQKuXCkmUs, 5752154]
[figure-caption, [882.0, 1367.0, 721.0, 36.0], CDadwK5bd2, 5752154]
[figure-caption, [882.0, 1403.0, 721.0, 36.0], CDadwK5bd2, 5752154]
[figure-caption, [882.0, 1439.0, 721.0, 36.0], CDadwK5bd2, 5752154]
[figure-caption, [882.0, 1475.0, 721.0, 36.0], CDadwK5bd2, 5752154]
[figure-caption, [882.0, 1511.0, 721.0, 36.0], CDadwK5bd2, 5752154]
[figure-caption, [882.0, 1547.0, 721.0, 36.0], CDadwK5bd2, 5752154]
