[1320, 1176]
[folio, [922.0, 55.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[folio, [922.0, 73.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[folio, [922.0, 91.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[folio, [922.0, 109.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[folio, [922.0, 127.0, 174.0, 18.0], shoonya_5sGBQ6G8LW8XMJ, 5694398]
[section-title, [185.0, 187.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[section-title, [185.0, 217.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[section-title, [185.0, 247.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[section-title, [185.0, 277.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[section-title, [185.0, 307.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[section-title, [185.0, 337.0, 448.0, 30.0], shoonya_1sDIZC2477ORSG, 5694398]
[chapter-title, [820.0, 194.0, 219.0, 30.0], tiuXU2Zaaq, 5694398]
[author, [791.0, 241.0, 293.0, 18.0], 5gsjgW6d4O, 5694398]
[paragraph, [758.0, 292.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 310.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 328.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 346.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 364.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 382.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 400.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 418.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 436.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 454.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 472.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 490.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 508.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 526.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 544.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 562.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 580.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 598.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 616.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 634.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 652.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 670.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 688.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 706.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 724.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 742.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 760.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 778.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 796.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 814.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 832.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [758.0, 850.0, 347.0, 18.0], shoonya_4sW63T7W9L9RW7, 5694398]
[paragraph, [416.0, 380.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 398.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 416.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 434.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 452.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 470.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 488.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 506.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 524.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 542.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 560.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 578.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 596.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 614.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 632.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 650.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 668.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 686.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 704.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 722.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 740.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 758.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 776.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 794.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 812.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 830.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 848.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 866.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 884.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 902.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 920.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 938.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 956.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 974.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 992.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1010.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1028.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1046.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1064.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1082.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1100.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1118.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1136.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1154.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1172.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1190.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [416.0, 1208.0, 339.0, 18.0], shoonya_2s5VQNOMSXR4KO, 5694398]
[paragraph, [68.0, 382.0, 337.0, 18.0], shoonya_0sP4WGASSVN75S, 5694398]
[paragraph, [68.0, 400.0, 337.0, 18.0], shoonya_0sP4WGASSVN75S, 5694398]
[paragraph, [68.0, 418.0, 337.0, 18.0], shoonya_0sP4WGASSVN75S, 5694398]
[paragraph, [63.0, 443.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 461.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 479.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 497.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 515.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 533.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 551.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 569.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 587.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 605.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 623.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 641.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 659.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[paragraph, [63.0, 677.0, 344.0, 18.0], gKZ9CFC2nK, 5694398]
[sub-section-title, [106.0, 713.0, 305.0, 25.5], F1hcMoiehi, 5694398]
[paragraph, [65.0, 744.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 762.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 780.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 798.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 816.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 834.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 852.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 870.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 888.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 906.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 924.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 942.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 960.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 978.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 996.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1014.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1032.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1050.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1068.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1086.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1104.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1122.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1140.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1158.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
[paragraph, [65.0, 1176.0, 348.0, 18.0], 1o6m1aE_R3, 5694398]
