[780, 539]
[section-title, [230.0, 73.0, 66.0, 30.0], shoonya_3sGZ1CIZR9KWN8, 5766934]
[ordered-list, [32.0, 117.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 135.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 153.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 171.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 189.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 207.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 225.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 243.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 261.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 279.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 297.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 315.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 333.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 351.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 369.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 387.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 405.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 423.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 441.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 459.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 477.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 495.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 513.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 531.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 549.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 567.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 585.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 603.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 621.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[ordered-list, [32.0, 639.0, 459.0, 18.0], shoonya_0sBRH78UXHEAV2, 5766934]
[folio, [170.0, 718.0, 183.0, 18.0], 9vh0VijfsF, 5766934]
