[2067, 1567]
[folio, [1044.0, 191.0, 320.0, 36.0], eoe6iBbmnh, 5735881]
[folio, [191.0, 195.0, 144.0, 36.0], zpziWMSt00, 5735881]
[paragraph, [792.0, 248.0, 581.0, 36.0], shoonya_5s39Q03GLZLJMJ, 5735881]
[paragraph, [792.0, 284.0, 581.0, 36.0], shoonya_5s39Q03GLZLJMJ, 5735881]
[paragraph, [792.0, 320.0, 581.0, 36.0], shoonya_5s39Q03GLZLJMJ, 5735881]
[paragraph, [792.0, 356.0, 581.0, 36.0], shoonya_5s39Q03GLZLJMJ, 5735881]
[paragraph, [192.0, 252.0, 582.0, 36.0], shoonya_6sUWN1OAJB0QSI, 5735881]
[paragraph, [192.0, 288.0, 582.0, 36.0], shoonya_6sUWN1OAJB0QSI, 5735881]
[paragraph, [198.0, 345.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 381.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 417.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 453.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 489.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 525.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 561.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 597.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 633.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 669.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 705.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 741.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 777.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 813.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 849.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 885.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 921.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 957.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [198.0, 993.0, 578.0, 36.0], shoonya_11sH1JB49EZXWP, 5735881]
[paragraph, [789.0, 425.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 461.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 497.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 533.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 569.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 605.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 641.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 677.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 713.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 749.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 785.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 821.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 857.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [789.0, 893.0, 582.0, 36.0], shoonya_2sW0IYO6TKDZF5, 5735881]
[paragraph, [791.0, 963.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 999.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1035.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1071.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1107.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1143.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1179.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1215.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1251.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1287.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [791.0, 1323.0, 579.0, 36.0], shoonya_0s2D4JXPY8LG7J, 5735881]
[paragraph, [192.0, 1051.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1087.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1123.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1159.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1195.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1231.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1267.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[paragraph, [192.0, 1303.0, 578.0, 36.0], shoonya_4sXPV1JBT761Q4, 5735881]
[sidebar, [1413.0, 1079.0, 131.0, 36.0], shoonya_10s9TPDQ1WTPKR, 5735881]
