[1818, 1374]
[folio, [484.0, 106.0, 411.0, 36.0], vn9QOwkoYL, 5683010]
[paragraph, [112.0, 176.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 212.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 248.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 284.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 320.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 356.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 392.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 428.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 464.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 500.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 536.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 572.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 608.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 644.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [112.0, 680.0, 562.0, 36.0], shoonya_3sVC5TTZBFNZT1, 5683010]
[paragraph, [701.0, 177.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 213.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 249.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 285.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 321.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 357.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 393.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 429.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 465.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 501.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 537.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 573.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 609.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 645.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 681.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [701.0, 717.0, 564.0, 36.0], shoonya_2s3W11FIOQ3VOM, 5683010]
[paragraph, [112.0, 736.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 772.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 808.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 844.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 880.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 916.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 952.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 988.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 1024.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 1060.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [112.0, 1096.0, 562.0, 36.0], shoonya_1sIGGYKR0G3ES9, 5683010]
[paragraph, [700.0, 778.0, 565.0, 36.0], Tkd2ZTI0T6, 5683010]
[paragraph, [700.0, 814.0, 565.0, 36.0], Tkd2ZTI0T6, 5683010]
[paragraph, [700.0, 850.0, 565.0, 36.0], Tkd2ZTI0T6, 5683010]
[paragraph, [702.0, 905.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 941.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 977.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1013.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1049.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1085.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1121.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1157.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1193.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1229.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1265.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1301.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1337.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1373.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1409.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1445.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1481.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1517.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1553.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1589.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1625.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [702.0, 1661.0, 564.0, 36.0], shoonya_0sWZQCA9JS5JDI, 5683010]
[paragraph, [113.0, 1161.0, 562.0, 36.0], mxOtoXvUq1, 5683010]
[paragraph, [113.0, 1197.0, 562.0, 36.0], mxOtoXvUq1, 5683010]
[paragraph, [150.0, 1247.0, 444.0, 36.0], 6NEb3ouQnj, 5683010]
[paragraph, [115.0, 1331.0, 556.0, 36.0], TE4UMGR3T1, 5683010]
[paragraph, [115.0, 1367.0, 556.0, 36.0], TE4UMGR3T1, 5683010]
[paragraph, [150.0, 1417.0, 470.0, 36.0], 3xnadptlBC, 5683010]
[paragraph, [110.0, 1460.0, 567.0, 36.0], _e6-QcCHbG, 5683010]
[paragraph, [110.0, 1496.0, 567.0, 36.0], _e6-QcCHbG, 5683010]
[paragraph, [110.0, 1532.0, 567.0, 36.0], _e6-QcCHbG, 5683010]
[paragraph, [114.0, 1588.0, 563.0, 36.0], k1QmcyVLRU, 5683010]
[paragraph, [114.0, 1624.0, 563.0, 36.0], k1QmcyVLRU, 5683010]
[paragraph, [114.0, 1660.0, 563.0, 36.0], k1QmcyVLRU, 5683010]
