[1388, 886]
[folio, [374.0, 63.0, 188.0, 18.0], osovA28Xu4, 5742433]
[folio, [374.0, 81.0, 188.0, 18.0], osovA28Xu4, 5742433]
[paragraph, [449.0, 122.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 140.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 158.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 176.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 194.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 212.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 230.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 248.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 266.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 284.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 302.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 320.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 338.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 356.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 374.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 392.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 410.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 428.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 446.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 464.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 482.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 500.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [449.0, 518.0, 403.0, 18.0], shoonya_3sYUYUIDC1LIUY, 5742433]
[paragraph, [31.0, 129.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 147.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 165.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 183.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 201.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 219.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 237.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 255.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 273.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 291.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 309.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 327.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 345.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 363.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 381.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 399.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 417.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 435.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 453.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 471.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 489.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 507.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 525.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 543.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 561.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 579.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 597.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 615.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 633.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 651.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 669.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 687.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 705.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 723.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 741.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 759.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [31.0, 777.0, 401.0, 18.0], shoonya_1sNYMTO205BD40, 5742433]
[paragraph, [450.0, 554.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 572.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 590.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 608.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 626.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 644.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 662.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 680.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 698.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 716.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 734.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 752.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 770.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 788.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 806.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 824.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 842.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 860.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 878.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 896.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 914.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 932.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 950.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 968.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 986.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1004.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
[paragraph, [450.0, 1022.0, 395.0, 18.0], shoonya_2s0CWWL7MD9P2Q, 5742433]
