[1063, 680]
[paragraph, [63.0, 135.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 153.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 171.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 189.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 207.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 225.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 243.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 261.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 279.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 297.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 315.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 333.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 351.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 369.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 387.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 405.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 423.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 441.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 459.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 477.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 495.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 513.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 531.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 549.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 567.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 585.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 603.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 621.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 639.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 657.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 675.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 693.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 711.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 729.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 747.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 765.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 783.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 801.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 819.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 837.0, 545.0, 18.0], 0LRHhiISe8, 5739751]
[paragraph, [63.0, 903.0, 532.0, 18.0], yDvZcyWaRw, 5739751]
[paragraph, [63.0, 921.0, 532.0, 18.0], yDvZcyWaRw, 5739751]
[paragraph, [63.0, 939.0, 532.0, 18.0], yDvZcyWaRw, 5739751]
[paragraph, [63.0, 957.0, 532.0, 18.0], yDvZcyWaRw, 5739751]
[footnote, [460.0, 1015.0, 179.0, 18.0], DNVxpS7zqZ, 5739751]
