[1945, 1492]
[chapter-title, [492.0, 155.0, 509.0, 58.5], shoonya_2s2KR83SSK3LOC, 5749917]
[paragraph, [217.0, 264.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 300.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 336.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 372.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 408.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 444.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 480.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 516.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 552.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 588.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 624.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 660.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 696.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [217.0, 732.0, 1056.0, 36.0], shoonya_0sC7UYO6IEAVIA, 5749917]
[paragraph, [224.0, 809.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 845.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 881.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 917.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 953.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 989.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [224.0, 1025.0, 1040.0, 36.0], shoonya_1sTKF11V0PY539, 5749917]
[paragraph, [225.0, 1080.0, 1044.0, 36.0], shoonya_8sH3R8CRXF8EV7, 5749917]
[paragraph, [225.0, 1116.0, 1044.0, 36.0], shoonya_8sH3R8CRXF8EV7, 5749917]
[paragraph, [220.0, 1170.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [220.0, 1206.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [220.0, 1242.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [220.0, 1278.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [220.0, 1314.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [220.0, 1350.0, 1047.0, 36.0], shoonya_7s1HM85PDWY793, 5749917]
[paragraph, [226.0, 1396.0, 1038.0, 36.0], shoonya_9s2WUIT4K1X6BA, 5749917]
[paragraph, [226.0, 1432.0, 1038.0, 36.0], shoonya_9s2WUIT4K1X6BA, 5749917]
[paragraph, [226.0, 1468.0, 1038.0, 36.0], shoonya_9s2WUIT4K1X6BA, 5749917]
[paragraph, [226.0, 1504.0, 1038.0, 36.0], shoonya_9s2WUIT4K1X6BA, 5749917]
[paragraph, [225.0, 1579.0, 1044.0, 36.0], shoonya_4s6GVQPSFLIPGR, 5749917]
[paragraph, [225.0, 1615.0, 1044.0, 36.0], shoonya_4s6GVQPSFLIPGR, 5749917]
