[1298, 853]
[section-title, [306.0, 70.0, 231.0, 30.0], 8nr-K26LDT, 5709835]
[paragraph, [63.0, 119.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 137.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 155.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 173.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 191.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 209.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 227.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 245.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 263.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 281.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [63.0, 299.0, 728.0, 18.0], shoonya_0sTAKPXORZ3F91, 5709835]
[paragraph, [65.0, 325.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 343.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 361.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 379.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 397.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 415.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 433.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 451.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 469.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 487.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 505.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 523.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 541.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 559.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
[paragraph, [65.0, 577.0, 724.0, 18.0], shoonya_1sMFKQKS5JOJ93, 5709835]
