[1050, 693]
[folio, [80.0, 75.0, 89.0, 18.0], shoonya_1sFHVEBIQRX0NH, 5701796]
[folio, [80.0, 93.0, 89.0, 18.0], shoonya_1sFHVEBIQRX0NH, 5701796]
[paragraph, [78.0, 124.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 142.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 160.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 178.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 196.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 214.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 232.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 250.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 268.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 286.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 304.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 322.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 340.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 358.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [78.0, 376.0, 529.0, 18.0], yIVnRShnMw, 5701796]
[paragraph, [84.0, 409.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 427.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 445.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 463.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 481.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 499.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 517.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 535.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 553.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 571.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 589.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 607.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 625.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 643.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 661.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 679.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 697.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 715.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 733.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 751.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 769.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 787.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 805.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 823.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 841.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 859.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 877.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 895.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 913.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 931.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 949.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
[paragraph, [84.0, 967.0, 527.0, 18.0], shoonya_0s5MAWYDAUS8LF, 5701796]
