[1275, 750]
[folio, [226.0, 83.0, 289.0, 18.0], Ag5WsUxelF, 5767028]
[folio, [226.0, 101.0, 289.0, 18.0], Ag5WsUxelF, 5767028]
[paragraph, [66.0, 149.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 167.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 185.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 203.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 221.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 239.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 257.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 275.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 293.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 311.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 329.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 347.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[paragraph, [66.0, 365.0, 614.0, 18.0], LHorL-XyL1, 5767028]
[section-title, [90.0, 413.0, 566.0, 30.0], 9gUumrAkER, 5767028]
[paragraph, [52.0, 484.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 502.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 520.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 538.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 556.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 574.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 592.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 610.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 628.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 646.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 664.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 682.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 700.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 718.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 736.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 754.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 772.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 790.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 808.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 826.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 844.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 862.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 880.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 898.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 916.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 934.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 952.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 970.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 988.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1006.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1024.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1042.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1060.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1078.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1096.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1114.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1132.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1150.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
[paragraph, [52.0, 1168.0, 645.0, 18.0], shoonya_0sXJK1HN71NWDT, 5767028]
