[2339, 1653]
[chapter-title, [485.0, 371.0, 591.0, 70.5], aRdq2HkMgq, 5735487]
[headline, [441.0, 553.0, 767.0, 67.5], shoonya_5sBENC0LI5Q35F, 5735487]
[paragraph, [236.0, 693.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 729.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 765.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 801.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 837.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 873.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 909.0, 1177.0, 36.0], shoonya_2sW5WF1JTVOJ5X, 5735487]
[paragraph, [236.0, 961.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 997.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1033.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1069.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1105.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1141.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1177.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1213.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1249.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1285.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1321.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1357.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [236.0, 1393.0, 1178.0, 36.0], shoonya_0sPZGTSEVSF1MG, 5735487]
[paragraph, [237.0, 1450.0, 1179.0, 36.0], shoonya_3sTOBJTK4G4EWQ, 5735487]
[paragraph, [237.0, 1486.0, 1179.0, 36.0], shoonya_3sTOBJTK4G4EWQ, 5735487]
[paragraph, [237.0, 1522.0, 1179.0, 36.0], shoonya_3sTOBJTK4G4EWQ, 5735487]
[paragraph, [237.0, 1558.0, 1179.0, 36.0], shoonya_3sTOBJTK4G4EWQ, 5735487]
[paragraph, [236.0, 1627.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1663.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1699.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1735.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1771.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1807.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1843.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[paragraph, [236.0, 1879.0, 1177.0, 36.0], shoonya_1sVR2N09VMRP5D, 5735487]
[folio, [241.0, 1965.0, 158.0, 36.0], NiD-btm1ty, 5735487]
[folio, [1181.0, 1967.0, 232.0, 36.0], shoonya_6s4GLQONBS17N8, 5735487]
